"docsize"	"shelfsize"	"copies"	"lifem"	"simlength"	"docstotal"	"auditfrequency"	"auditsegments"	"glitchfreq"	"glitchimpact"	"glitchdecay"	"glitchmaxlife"	"serverdefaultlife"	"shockfreq"	"shockimpact"	"shockmaxlife"	"shockspan"	"shocktype"	"mdmlosspct"	"n"
50	1	1	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	11.7	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	18.1	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	20.2	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	44.1	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	5	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	5.2	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	23.5	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	23.8	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	12.7	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	3.3	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	30.4	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	30.2	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	29.1	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	2	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	11.4	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	2.3	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	91.2	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	1	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.9	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	10.3	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	1	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	18.7	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	9.7	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	54.8	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	45.7	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.3	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	18.5	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	18.5	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	27.6	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.2	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.2	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	18.4	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	36.6	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	9.2	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	18.3	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
50	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.9	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	1.3	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	1.9	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	2.7	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	17.8	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	8.7	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	26.6	21
50	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	10.3	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.9	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	1.1	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	1.4	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.9	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	4.3	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	4.6	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	23.2	21
50	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	4.6	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.5	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.5	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.5	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.5	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	2.6	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	2.3	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	21.1	21
50	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	3.6	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.4	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.3	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.5	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.5	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	1.8	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	1.6	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	20.2	21
50	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	2	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.3	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.9	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.6	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	1.3	21
50	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.9	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.1	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.4	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.3	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.6	21
50	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.5	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.1	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.3	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.2	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	9.5	21
50	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.3	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.1	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	9.3	21
50	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.2	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.1	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
50	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.1	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.1	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.9	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.3	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	2.2	21
50	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.4	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.1	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.7	21
50	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.9	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.5	21
50	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.4	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.5	21
50	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.1	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
50	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.1	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
50	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	9.1	21
50	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	27.3	21
50	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
50	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
50	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
50	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
50	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
