"docsize"	"shelfsize"	"copies"	"lifem"	"simlength"	"docstotal"	"auditfrequency"	"auditsegments"	"glitchfreq"	"glitchimpact"	"glitchdecay"	"glitchmaxlife"	"serverdefaultlife"	"shockfreq"	"shockimpact"	"shockmaxlife"	"shockspan"	"shocktype"	"mdmlosspct"	"n"
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	6.1	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	6.5	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	13.5	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	10	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	14.5	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	13.9	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.4	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.6	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.6	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.8	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	2.2	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	2.8	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	2.5	21
500	1	5	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	3	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.2	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.2	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.2	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.7	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.9	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.9	21
500	1	5	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	1	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.2	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.2	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.9	21
500	1	5	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.3	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
500	1	5	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.1	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
500	1	5	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
500	1	5	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
500	1	5	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
500	1	5	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
