"docsize"	"shelfsize"	"copies"	"lifem"	"simlength"	"docstotal"	"auditfrequency"	"auditsegments"	"glitchfreq"	"glitchimpact"	"glitchdecay"	"glitchmaxlife"	"serverdefaultlife"	"shockfreq"	"shockimpact"	"shockmaxlife"	"shockspan"	"shocktype"	"mdmlosspct"	"n"
500	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
500	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	1	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	1	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	1	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	1	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	87.3	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	82	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	89.4	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	85.9	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	55.1	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	49	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	57.1	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	68.1	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	62	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	42.1	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	64.4	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	62.5	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	36.3	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	26.6	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	71.9	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	43.2	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	18.7	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	19	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	35.5	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	27.3	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	31	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	13.5	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	40	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	39.7	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	21	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	2.6	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	74	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	29.6	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	11.2	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	2.3	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	29.3	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	28.8	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	91.2	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	10	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	28	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	37.2	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	73.1	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	100	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	100	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	100	21
500	1	2	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	100	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	41.3	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	39.3	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	44.1	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	43	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	69	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	63.1	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	77.9	21
500	1	3	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	73.5	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	12.6	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	11	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	16.7	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	14.3	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	32.9	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	32.1	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	47.2	21
500	1	3	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	43.7	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	8.5	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	6.3	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	11.4	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	14.7	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	23.7	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	23	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	33.6	21
500	1	3	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	31.5	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	4.2	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	2.7	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	5.4	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	4.4	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	12.4	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	12.2	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	21.6	21
500	1	3	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	19.5	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	1.5	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.4	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	1.9	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	2.2	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	6.4	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	4.5	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	9.1	21
500	1	3	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	10.5	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.7	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.7	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	1.3	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	1	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	4	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	4.3	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	14.5	21
500	1	3	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	5.6	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.5	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.5	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.5	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.6	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	2.7	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	1.7	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	3.3	21
500	1	3	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	3.1	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.3	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.3	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	1.2	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	1.1	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	20.2	21
500	1	3	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	1.9	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.1	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.1	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.1	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.6	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.7	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.9	21
500	1	3	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	1	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	16.5	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	16.5	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	17.9	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	19	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	24.5	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	27.6	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	29.6	21
500	1	4	10	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	27.8	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	3	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	3.1	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	3.7	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	3.6	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	7.4	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	7.1	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	19.8	21
500	1	4	20	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	7.9	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	1.1	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	1	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	1.2	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.9	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	2.6	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	3.1	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	5.3	21
500	1	4	30	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	4	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0.3	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0.3	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.4	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.4	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	1	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	1	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	2.1	21
500	1	4	50	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	1.4	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0.1	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0.1	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.4	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.2	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	1.8	21
500	1	4	100	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.4	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0.2	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.9	21
500	1	4	200	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0.1	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
500	1	4	300	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0.1	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0.1	21
500	1	4	500	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	5000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	50	10000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	5000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	90	10000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	5000	2	2	0	21
500	1	4	1000	100000	10000	10000	1	0	0	0	0	100000	20000	100	10000	2	2	0	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	5000	2	2	5.2	21
500	1	5	10	100000	10000	10000	1	0	0	0	0	100000	20000	20	10000	2	2	5.5	21
