timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid
20150618_134155 5 1 1 100 100000 919028296 53 10000 9947 0 0 53 0 0 0 0 0 0 0 0 100 0 0 0 1.479 0.047 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed919028296.log 35475 q3-extractinstructions.txt 20150618_134202 0.5 5582f88c776839292828b159
20150618_134200 5 1 1 100 100000 103765041 51 10000 9949 0 0 51 0 0 0 0 0 0 0 0 100 0 0 0 1.481 0.062 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed103765041.log 34489 q3-extractinstructions.txt 20150618_134207 0.5 5582f88c776839292828b15a
20150618_134205 5 1 1 100 100000 141246882 37 10000 9963 0 0 37 0 0 0 0 0 0 0 0 100 0 0 0 1.416 0.031 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed141246882.log 27469 q3-extractinstructions.txt 20150618_134212 0.5 5582f88c776839292828b15b
20150618_134210 5 1 1 100 100000 681028781 45 10000 9955 0 0 45 0 0 0 0 0 0 0 0 100 0 0 0 1.477 0.046 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed681028781.log 31460 q3-extractinstructions.txt 20150618_134217 0.5 5582f88c776839292828b15c
20150618_134215 5 1 1 100 100000 117661523 67 10000 9933 0 0 67 0 0 0 0 0 0 0 0 100 0 0 0 1.522 0.078 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed117661523.log 41544 q3-extractinstructions.txt 20150618_134222 0.5 5582f88c776839292828b15d
20150618_134220 5 1 1 100 100000 105731136 44 10000 9956 0 0 44 0 0 0 0 0 0 0 0 100 0 0 0 1.445 0.047 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed105731136.log 30609 q3-extractinstructions.txt 20150618_134227 0.5 5582f88c776839292828b15e
20150618_134225 5 1 1 100 100000 967561224 41 10000 9959 0 0 41 0 0 0 0 0 0 0 0 100 0 0 0 1.435 0.093 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed967561224.log 29040 q3-extractinstructions.txt 20150618_134232 0.5 5582f88c776839292828b15f
20150618_134230 5 1 1 100 100000 420477893 44 10000 9956 0 0 44 0 0 0 0 0 0 0 0 100 0 0 0 1.472 0.062 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed420477893.log 30897 q3-extractinstructions.txt 20150618_134237 0.5 5582f88c776839292828b160
20150618_134235 5 1 1 100 100000 263688301 47 10000 9953 0 0 47 0 0 0 0 0 0 0 0 100 0 0 0 1.448 0.062 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed263688301.log 32365 q3-extractinstructions.txt 20150618_134242 0.5 5582f88c776839292828b161
20150618_134241 5 1 1 100 100000 50746969 47 10000 9953 0 0 47 0 0 0 0 0 0 0 0 100 0 0 0 1.446 0.063 ../q3/./log/doc5cop1shlf1lif100_af0s1tTOTAL_gf0i100d0m0_seed50746969.log 32551 q3-extractinstructions.txt 20150618_134248 0.5 5582f88c776839292828b162
