timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches serverdefaultlife shockfreq shockimpact shockmaxlife shockspan shocktype nshocks walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20170319_193356 50 1 2 10 100000 919028296 743 10000 0 9080 676 743 9 10000 1 4575 4575 0 738 0 0 0 0 0 100000 50000 50 10000 1 2 3 7.971 6.75 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed919028296.log 14788 hl-extractinstructions.txt 20170319_193412 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_1
20170319_193359 50 1 2 10 100000 103765041 460 10000 0 9287 632 460 9 10000 1 5086 5086 0 447 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.401 6.171 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed103765041.log 14311 hl-extractinstructions.txt 20170319_193414 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_2
20170319_193401 50 1 2 10 100000 141246882 1078 10000 0 3095 8922 1078 9 10000 1 3656 3656 0 1063 0 0 0 0 0 100000 50000 50 10000 1 2 0 8.820 7.422 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed141246882.log 15304 hl-extractinstructions.txt 20170319_193418 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_3
20170319_193404 50 1 2 10 100000 681028781 1710 10000 0 2606 8290 1710 9 10000 1 2943 2943 0 1414 0 0 0 0 0 100000 50000 50 10000 1 2 0 10.149 8.75 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed681028781.log 15834 hl-extractinstructions.txt 20170319_193421 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_4
20170319_193406 50 1 2 10 100000 117661523 422 10000 0 9748 0 422 9 10000 1 5897 5897 0 106 0 0 0 0 0 100000 50000 50 10000 1 2 2 8.206 6.922 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed117661523.log 13788 hl-extractinstructions.txt 20170319_193422 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_5
20170319_193408 50 1 2 10 100000 105731136 781 10000 0 8904 627 781 9 10000 1 4242 4242 0 766 0 0 0 0 0 100000 50000 50 10000 1 2 2 8.638 7.188 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed105731136.log 14798 hl-extractinstructions.txt 20170319_193424 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_6
20170319_193412 50 1 2 10 100000 967561224 10000 10000 0 3321 0 10000 9 10000 1 3933 3933 0 10000 0 0 0 0 0 100000 50000 50 10000 1 2 1 5.916 4.765 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed967561224.log 13826 hl-extractinstructions.txt 20170319_193425 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_7
20170319_193413 50 1 2 10 100000 420477893 793 10000 0 8928 601 793 9 10000 1 4414 4414 0 785 0 0 0 0 0 100000 50000 50 10000 1 2 1 6.992 5.828 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed420477893.log 14808 hl-extractinstructions.txt 20170319_193428 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_8
20170319_193425 50 1 2 10 100000 263688301 774 10000 0 9027 584 774 9 10000 1 4365 4365 0 765 0 0 0 0 0 100000 50000 50 10000 1 2 2 7.613 6.516 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed263688301.log 14802 hl-extractinstructions.txt 20170319_193440 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_9
20170319_193427 50 1 2 10 100000 50746969 1261 10000 0 3233 8739 1261 9 10000 1 3803 3803 0 971 0 0 0 0 0 100000 50000 50 10000 1 2 1 8.932 7.782 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed50746969.log 15338 hl-extractinstructions.txt 20170319_193444 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_10
20170319_193429 50 1 2 10 100000 533657980 767 10000 0 8965 604 767 9 10000 1 4347 4347 0 758 0 0 0 0 0 100000 50000 50 10000 1 2 2 8.023 7.047 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed533657980.log 14829 hl-extractinstructions.txt 20170319_193445 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_11
20170319_193431 50 1 2 10 100000 711283608 1086 10000 0 3553 8914 1086 9 10000 1 4303 4303 0 733 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.799 6.688 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed711283608.log 14787 hl-extractinstructions.txt 20170319_193447 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_12
20170319_193444 50 1 2 10 100000 597296547 766 10000 0 8997 628 766 9 10000 1 4389 4389 0 755 0 0 0 0 0 100000 50000 50 10000 1 2 2 7.508 6.328 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed597296547.log 14836 hl-extractinstructions.txt 20170319_193459 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_13
20170319_193448 50 1 2 10 100000 258760793 10000 10000 0 677 0 10000 9 10000 1 677 677 0 10000 0 0 0 0 0 100000 50000 50 10000 1 2 0 3.483 2.311 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed258760793.log 13814 hl-extractinstructions.txt 20170319_193500 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_15
20170319_193446 50 1 2 10 100000 664375964 776 10000 0 8988 645 776 9 10000 1 4445 4445 0 770 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.900 6.734 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed664375964.log 14765 hl-extractinstructions.txt 20170319_193501 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_14
20170319_193451 50 1 2 10 100000 666549275 764 10000 0 9116 595 764 9 10000 1 4561 4561 0 757 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.758 6.484 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed666549275.log 14833 hl-extractinstructions.txt 20170319_193506 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_16
20170319_193453 50 1 2 10 100000 376517787 736 10000 0 9100 638 736 9 10000 1 4484 4484 0 725 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.198 6.281 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed376517787.log 14819 hl-extractinstructions.txt 20170319_193508 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_17
20170319_193505 50 1 2 10 100000 817713633 124 10000 5036 4867 0 124 9 10000 1 5764 5764 0 116 0 0 0 0 0 100000 50000 50 10000 1 2 1 7.744 6.359 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed817713633.log 13794 hl-extractinstructions.txt 20170319_193521 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_18
20170319_193507 50 1 2 10 100000 519606501 427 10000 0 9738 0 427 9 10000 1 5890 5890 0 99 0 0 0 0 0 100000 50000 50 10000 1 2 1 8.214 6.89 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed519606501.log 13786 hl-extractinstructions.txt 20170319_193523 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_19
20170319_193510 50 1 2 10 100000 715258232 409 10000 0 9324 654 409 9 10000 1 5267 5267 0 398 0 0 0 0 0 100000 50000 50 10000 1 2 2 7.777 6.531 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed715258232.log 14309 hl-extractinstructions.txt 20170319_193525 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_20
20170319_193512 50 1 2 10 100000 792850679 1422 10000 0 3016 8578 1422 9 10000 1 3554 3554 0 1108 0 0 0 0 0 100000 50000 50 10000 1 2 2 8.089 6.781 ../hl/a10000s1shvar/log/doc50cop2shlf1lif10_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed792850679.log 15336 hl-extractinstructions.txt 20170319_193528 0.5 3ed1903eead535ac46f968f3108d6b7a2ac7cd0d_21
20170319_193524 50 1 2 20 100000 919028296 10000 10000 0 334 0 10000 9 10000 1 334 334 0 10000 0 0 0 0 0 100000 50000 50 10000 1 2 4 2.921 1.75 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed919028296.log 13805 hl-extractinstructions.txt 20170319_193535 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_1
20170319_193526 50 1 2 20 100000 103765041 363 10000 0 9433 336 363 9 10000 1 2366 2366 0 360 0 0 0 0 0 100000 50000 50 10000 1 2 1 6.460 5.282 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed103765041.log 14807 hl-extractinstructions.txt 20170319_193541 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_2
20170319_193529 50 1 2 20 100000 141246882 506 10000 0 1786 9494 506 9 10000 1 1943 1943 0 499 0 0 0 0 0 100000 50000 50 10000 1 2 0 7.101 6.078 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed141246882.log 15292 hl-extractinstructions.txt 20170319_193544 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_3
20170319_193531 50 1 2 20 100000 681028781 870 10000 0 1472 9130 870 9 10000 1 1570 1570 0 691 0 0 0 0 0 100000 50000 50 10000 1 2 0 7.801 6.499 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed681028781.log 15817 hl-extractinstructions.txt 20170319_193546 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_4
20170319_193533 50 1 2 20 100000 117661523 20 10000 7100 2883 0 20 9 10000 1 3020 3020 0 18 0 0 0 0 0 100000 50000 50 10000 1 2 2 4.938 3.86 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed117661523.log 13768 hl-extractinstructions.txt 20170319_193546 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_5
20170319_193545 50 1 2 20 100000 105731136 327 10000 0 9442 314 327 9 10000 1 2357 2357 0 324 0 0 0 0 0 100000 50000 50 10000 1 2 1 6.025 4.954 ../hl/a10000s1shvar/log/doc50cop2shlf1lif20_af10000s1tTOTAL_gf0i0d0m0_sh50000i50s1m10000_seed105731136.log 14794 hl-extractinstructions.txt 20170319_193600 0.5 8cd75381cab66cc0579495c54419e44b1072afd7_6
