20190121_185842 MAIN INFO - Simulation parameters
20190121_185842 MAIN INFO - Command line|['main.py', '../hl20190121', 'SERVERDEFLIFE', '300000', '275986375', '--ncopies=5', '--lifek=10000000', '--audit=10000', '--auditsegments=1', '--audittype=TOTAL', '--glitchfreq=0', '--glitchimpact=0', '--glitchdecay=0', '--glitchmaxlife=0', '--glitchspan=0', '--serverdefaultlife=60000', '--shockfreq=0', '--shockimpact=0', '--shockmaxlife=0', '--shockspan=0', '--shelfsize=1', '--ndocuments=20', '--smalldoc=50', '--pctsmall=100', '--shortlog', '--mongoid=f424a8816c724959956a7fe30208dc1038b28e9c_1965']|
20190121_185842 MAIN INFO - Usable CLI line|python2 main.py ../hl20190121 SERVERDEFLIFE 300000 275986375 --ncopies=5 --lifek=10000000 --audit=10000 --auditsegments=1 --audittype=TOTAL --glitchfreq=0 --glitchimpact=0 --glitchdecay=0 --glitchmaxlife=0 --glitchspan=0 --serverdefaultlife=60000 --shockfreq=0 --shockimpact=0 --shockmaxlife=0 --shockspan=0 --shelfsize=1 --ndocuments=20 --smalldoc=50 --pctsmall=100 --shortlog --mongoid=f424a8816c724959956a7fe30208dc1038b28e9c_1965|
20190121_185842 PARAMS INFO - familydir|../hl20190121| specificdir|SERVERDEFLIFE|
20190121_185842 PARAMS INFO - RANDOM random seed|275986375| 
20190121_185842 PARAMS INFO - begin simulation timelimit|300000|hr=|30|metricyr defaultlimit|100000|hr=|10|metricyr
20190121_185842 PARAMS INFO - POLITE time|1000|msec
20190121_185842 PARAMS INFO - LOG    logfile|-| loglevel|INFO|
20190121_185842 PARAMS INFO - TRACE  traceproduction|False|
20190121_185842 PARAMS INFO - CLIENT client|MIT| collection|Mags| quality|1| ndocs|10|
20190121_185842 PARAMS INFO - ALLCLIENTS nDocuments|20| override if nz
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 11| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 10| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 13| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 12| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 15| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 14| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 17| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 16| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 19| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 18| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|AWS Euro  Plus| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Google Drive Plus| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|AWS Euro Vanilla| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 06| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 07| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 04| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 05| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 02| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 03| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 01| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Yet Another 1| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 08| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Desperate Backup 09| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Google Drive Platinum| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 09| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 08| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 01| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 03| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 02| quality|1| shelfsize|1|TB
20190121_185842 PARAMS INFO - SERVER server|Very Desperate Backup 05| quality|1| shelfsize|1|TB
