timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid
20150619_173117 5 10 1 30 100000 715258232 189 10000 9811 0 0 189 0 0 0 0 0 0 0 0 100 0 0 0 4.526 2.309 ../q3/./log/doc5cop1shlf10lif30_af0s1tTOTAL_gf0i100d0m0_seed715258232.log 101917 q3-extractinstructions.txt 20150619_173128 0.5 5582f9ea776839292835fa70
20150619_173119 5 10 1 30 100000 792850679 153 10000 9847 0 0 153 0 0 0 0 0 0 0 0 100 0 0 0 4.400 2.074 ../q3/./log/doc5cop1shlf10lif30_af0s1tTOTAL_gf0i100d0m0_seed792850679.log 84513 q3-extractinstructions.txt 20150619_173130 0.5 5582f9ea776839292835fa71
20150619_173206 5 10 1 300 100000 919028296 21 10000 9979 0 0 21 0 0 0 0 0 0 0 0 100 0 0 0 1.760 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed919028296.log 19951 q3-extractinstructions.txt 20150619_173213 0.5 5582f9ea776839292835fc55
20150619_173208 5 10 1 300 100000 103765041 15 10000 9985 0 0 15 0 0 0 0 0 0 0 0 100 0 0 0 1.643 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed103765041.log 17004 q3-extractinstructions.txt 20150619_173215 0.5 5582f9ea776839292835fc56
20150619_173210 5 10 1 300 100000 141246882 14 10000 9986 0 0 14 0 0 0 0 0 0 0 0 100 0 0 0 1.615 0.218 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed141246882.log 16520 q3-extractinstructions.txt 20150619_173217 0.5 5582f9ea776839292835fc57
20150619_173212 5 10 1 300 100000 681028781 24 10000 9976 0 0 24 0 0 0 0 0 0 0 0 100 0 0 0 1.701 0.234 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed681028781.log 21413 q3-extractinstructions.txt 20150619_173219 0.5 5582f9ea776839292835fc58
20150619_173214 5 10 1 300 100000 117661523 13 10000 9987 0 0 13 0 0 0 0 0 0 0 0 100 0 0 0 1.673 0.188 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed117661523.log 16034 q3-extractinstructions.txt 20150619_173221 0.5 5582f9ea776839292835fc59
20150619_173216 5 10 1 300 100000 105731136 16 10000 9984 0 0 16 0 0 0 0 0 0 0 0 100 0 0 0 1.680 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed105731136.log 17498 q3-extractinstructions.txt 20150619_173224 0.5 5582f9ea776839292835fc5a
20150619_173218 5 10 1 300 100000 967561224 13 10000 9987 0 0 13 0 0 0 0 0 0 0 0 100 0 0 0 1.656 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed967561224.log 15831 q3-extractinstructions.txt 20150619_173226 0.5 5582f9ea776839292835fc5b
20150619_173220 5 10 1 300 100000 420477893 13 10000 9987 0 0 13 0 0 0 0 0 0 0 0 100 0 0 0 1.622 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed420477893.log 16034 q3-extractinstructions.txt 20150619_173228 0.5 5582f9ea776839292835fc5c
20150619_173223 5 10 1 300 100000 263688301 15 10000 9985 0 0 15 0 0 0 0 0 0 0 0 100 0 0 0 1.608 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed263688301.log 17005 q3-extractinstructions.txt 20150619_173230 0.5 5582f9ea776839292835fc5d
20150619_173225 5 10 1 300 100000 50746969 18 10000 9982 0 0 18 0 0 0 0 0 0 0 0 100 0 0 0 1.647 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed50746969.log 18481 q3-extractinstructions.txt 20150619_173232 0.5 5582f9eb776839292835fc5e
20150619_173227 5 10 1 300 100000 533657980 16 10000 9984 0 0 16 0 0 0 0 0 0 0 0 100 0 0 0 1.617 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed533657980.log 17508 q3-extractinstructions.txt 20150619_173234 0.5 5582f9eb776839292835fc5f
20150619_173229 5 10 1 300 100000 711283608 16 10000 9984 0 0 16 0 0 0 0 0 0 0 0 100 0 0 0 1.591 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed711283608.log 17493 q3-extractinstructions.txt 20150619_173236 0.5 5582f9eb776839292835fc60
20150619_173231 5 10 1 300 100000 597296547 19 10000 9981 0 0 19 0 0 0 0 0 0 0 0 100 0 0 0 1.589 0.188 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed597296547.log 18773 q3-extractinstructions.txt 20150619_173238 0.5 5582f9eb776839292835fc61
20150619_173233 5 10 1 300 100000 664375964 19 10000 9981 0 0 19 0 0 0 0 0 0 0 0 100 0 0 0 1.580 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed664375964.log 18971 q3-extractinstructions.txt 20150619_173240 0.5 5582f9eb776839292835fc62
20150619_173235 5 10 1 300 100000 258760793 22 10000 9978 0 0 22 0 0 0 0 0 0 0 0 100 0 0 0 1.640 0.203 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed258760793.log 20431 q3-extractinstructions.txt 20150619_173243 0.5 5582f9eb776839292835fc63
20150619_173238 5 10 1 300 100000 666549275 16 10000 9984 0 0 16 0 0 0 0 0 0 0 0 100 0 0 0 1.614 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed666549275.log 17507 q3-extractinstructions.txt 20150619_173245 0.5 5582f9eb776839292835fc64
20150619_173240 5 10 1 300 100000 376517787 8 10000 9992 0 0 8 0 0 0 0 0 0 0 0 100 0 0 0 1.603 0.187 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed376517787.log 13588 q3-extractinstructions.txt 20150619_173247 0.5 5582f9eb776839292835fc65
20150619_173242 5 10 1 300 100000 817713633 13 10000 9987 0 0 13 0 0 0 0 0 0 0 0 100 0 0 0 1.638 0.219 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed817713633.log 16032 q3-extractinstructions.txt 20150619_173249 0.5 5582f9eb776839292835fc66
20150619_173244 5 10 1 300 100000 519606501 17 10000 9983 0 0 17 0 0 0 0 0 0 0 0 100 0 0 0 1.627 0.218 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed519606501.log 17973 q3-extractinstructions.txt 20150619_173251 0.5 5582f9eb776839292835fc67
20150619_173246 5 10 1 300 100000 715258232 23 10000 9977 0 0 23 0 0 0 0 0 0 0 0 100 0 0 0 1.603 0.202 ../q3/./log/doc5cop1shlf10lif300_af0s1tTOTAL_gf0i100d0m0_seed715258232.log 20818 q3-extractinstructions.txt 20150619_173253 0.5 5582f9eb776839292835fc68
