timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion
20150104_141019 50 3 30 100000 364245801 0 10000 6107 3836 81 0 9 10000 1 4414 4266 74 0 18.495 12.979 ../q2/d50a10000s1long100/logb0030/c03d50b0030s364245801.log 474069 q2-extractinstructions-02.txt 20150104_150343 0.4
20150104_140605 50 3 30 100000 376517787 0 10000 6002 3938 86 0 9 10000 1 4512 4352 80 0 18.079 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s376517787.log 486568 q2-extractinstructions-02.txt 20150104_150344 0.4
20150104_141646 50 3 30 100000 419739236 1 10000 6038 3904 83 1 9 10000 1 4441 4293 74 0 17.946 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s419739236.log 482279 q2-extractinstructions-02.txt 20150104_150346 0.4
20150104_140428 50 3 30 100000 420477893 0 10000 6039 3902 91 0 9 10000 1 4496 4330 83 0 18.298 13.119 ../q2/d50a10000s1long100/logb0030/c03d50b0030s420477893.log 482152 q2-extractinstructions-02.txt 20150104_150347 0.4
20150104_141747 50 3 30 100000 422259284 1 10000 6048 3881 101 1 9 10000 1 4494 4314 90 1 17.840 12.948 ../q2/d50a10000s1long100/logb0030/c03d50b0030s422259284.log 481106 q2-extractinstructions-02.txt 20150104_150349 0.4
20150104_142019 50 3 30 100000 453304600 0 10000 6017 3933 77 0 9 10000 1 4508 4368 70 0 17.948 13.089 ../q2/d50a10000s1long100/logb0030/c03d50b0030s453304600.log 484797 q2-extractinstructions-02.txt 20150104_150350 0.4
20150104_141908 50 3 30 100000 455349142 0 10000 6047 3901 82 0 9 10000 1 4507 4359 74 0 17.862 13.026 ../q2/d50a10000s1long100/logb0030/c03d50b0030s455349142.log 481200 q2-extractinstructions-02.txt 20150104_150351 0.4
20150104_141403 50 3 30 100000 458957777 0 10000 6125 3827 74 0 9 10000 1 4363 4233 65 0 18.430 13.136 ../q2/d50a10000s1long100/logb0030/c03d50b0030s458957777.log 471930 q2-extractinstructions-02.txt 20150104_150353 0.4
20150104_141424 50 3 30 100000 476293280 0 10000 6109 3844 70 0 9 10000 1 4419 4291 64 0 18.103 13.119 ../q2/d50a10000s1long100/logb0030/c03d50b0030s476293280.log 473859 q2-extractinstructions-02.txt 20150104_150354 0.4
20150104_140858 50 3 30 100000 487615299 0 10000 6124 3834 79 0 9 10000 1 4366 4222 72 0 17.846 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s487615299.log 472034 q2-extractinstructions-02.txt 20150104_150356 0.4
20150104_140741 50 3 30 100000 488153710 1 10000 6064 3886 72 1 9 10000 1 4454 4332 61 1 18.487 12.948 ../q2/d50a10000s1long100/logb0030/c03d50b0030s488153710.log 479184 q2-extractinstructions-02.txt 20150104_150357 0.4
20150104_140822 50 3 30 100000 49497595 1 10000 6080 3884 67 1 9 10000 1 4470 4350 60 1 18.163 13.072 ../q2/d50a10000s1long100/logb0030/c03d50b0030s49497595.log 477276 q2-extractinstructions-02.txt 20150104_150358 0.4
20150104_140448 50 3 30 100000 50746969 0 10000 6082 3882 69 0 9 10000 1 4445 4321 62 0 17.801 12.979 ../q2/d50a10000s1long100/logb0030/c03d50b0030s50746969.log 477014 q2-extractinstructions-02.txt 20150104_150400 0.4
20150104_141848 50 3 30 100000 507715397 1 10000 6034 3904 90 1 9 10000 1 4520 4352 84 0 18.136 13.073 ../q2/d50a10000s1long100/logb0030/c03d50b0030s507715397.log 482745 q2-extractinstructions-02.txt 20150104_150401 0.4
20150104_141651 50 3 30 100000 512496119 1 10000 5990 3955 87 1 9 10000 1 4500 4342 79 1 18.019 13.182 ../q2/d50a10000s1long100/logb0030/c03d50b0030s512496119.log 487986 q2-extractinstructions-02.txt 20150104_150403 0.4
20150104_140757 50 3 30 100000 51492881 3 10000 6055 3891 88 3 9 10000 1 4458 4302 78 3 17.974 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s51492881.log 480182 q2-extractinstructions-02.txt 20150104_150404 0.4
20150104_140625 50 3 30 100000 519606501 0 10000 6074 3878 71 0 9 10000 1 4464 4334 65 0 18.405 13.089 ../q2/d50a10000s1long100/logb0030/c03d50b0030s519606501.log 477982 q2-extractinstructions-02.txt 20150104_150406 0.4
20150104_140504 50 3 30 100000 533657980 0 10000 6041 3908 73 0 9 10000 1 4479 4347 66 0 17.943 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s533657980.log 481938 q2-extractinstructions-02.txt 20150104_150407 0.4
20150104_141525 50 3 30 100000 534532649 0 10000 5998 3941 85 0 9 10000 1 4529 4373 78 0 18.613 13.228 ../q2/d50a10000s1long100/logb0030/c03d50b0030s534532649.log 487028 q2-extractinstructions-02.txt 20150104_150408 0.4
20150104_140938 50 3 30 100000 580369466 0 10000 6053 3902 75 0 9 10000 1 4453 4307 73 0 17.672 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s580369466.log 480482 q2-extractinstructions-02.txt 20150104_150410 0.4
20150104_141853 50 3 30 100000 59405335 1 10000 6114 3828 79 1 9 10000 1 4453 4309 72 0 18.226 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s59405335.log 473246 q2-extractinstructions-02.txt 20150104_150411 0.4
20150104_140524 50 3 30 100000 597296547 0 10000 6003 3943 83 0 9 10000 1 4540 4392 74 0 18.130 13.104 ../q2/d50a10000s1long100/logb0030/c03d50b0030s597296547.log 486471 q2-extractinstructions-02.txt 20150104_150413 0.4
20150104_141024 50 3 30 100000 603593284 0 10000 6052 3890 83 0 9 10000 1 4490 4344 73 0 17.750 12.964 ../q2/d50a10000s1long100/logb0030/c03d50b0030s603593284.log 480601 q2-extractinstructions-02.txt 20150104_150414 0.4
20150104_141141 50 3 30 100000 60400782 1 10000 6103 3847 80 1 9 10000 1 4394 4238 78 1 17.663 13.01 ../q2/d50a10000s1long100/logb0030/c03d50b0030s60400782.log 474512 q2-extractinstructions-02.txt 20150104_150416 0.4
20150104_140918 50 3 30 100000 619181484 1 10000 6042 3906 73 1 9 10000 1 4525 4397 64 1 17.976 13.12 ../q2/d50a10000s1long100/logb0030/c03d50b0030s619181484.log 481793 q2-extractinstructions-02.txt 20150104_150417 0.4
20150104_141808 50 3 30 100000 634367214 1 10000 6185 3770 71 1 9 10000 1 4313 4189 62 1 17.993 12.948 ../q2/d50a10000s1long100/logb0030/c03d50b0030s634367214.log 464820 q2-extractinstructions-02.txt 20150104_150419 0.4
20150104_141145 50 3 30 100000 65398367 0 10000 6151 3802 77 0 9 10000 1 4388 4250 69 0 17.785 12.901 ../q2/d50a10000s1long100/logb0030/c03d50b0030s65398367.log 468807 q2-extractinstructions-02.txt 20150104_150420 0.4
20150104_140706 50 3 30 100000 656627946 0 10000 6014 3936 85 0 9 10000 1 4505 4357 74 0 19.252 14.024 ../q2/d50a10000s1long100/logb0030/c03d50b0030s656627946.log 485099 q2-extractinstructions-02.txt 20150104_150421 0.4
20150104_140529 50 3 30 100000 664375964 0 10000 6020 3916 83 0 9 10000 1 4518 4370 74 0 17.961 13.072 ../q2/d50a10000s1long100/logb0030/c03d50b0030s664375964.log 484409 q2-extractinstructions-02.txt 20150104_150423 0.4
20150104_140549 50 3 30 100000 666549275 2 10000 6062 3887 88 2 9 10000 1 4485 4321 82 2 18.066 12.979 ../q2/d50a10000s1long100/logb0030/c03d50b0030s666549275.log 479401 q2-extractinstructions-02.txt 20150104_150424 0.4
20150104_141242 50 3 30 100000 678794337 1 10000 6072 3874 82 1 9 10000 1 4407 4249 79 1 18.357 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s678794337.log 478240 q2-extractinstructions-02.txt 20150104_150426 0.4
20150104_141530 50 3 30 100000 679844657 0 10000 6104 3845 75 0 9 10000 1 4461 4331 65 0 19.091 13.587 ../q2/d50a10000s1long100/logb0030/c03d50b0030s679844657.log 474444 q2-extractinstructions-02.txt 20150104_150427 0.4
20150104_142024 50 3 30 100000 680128204 0 10000 5988 3954 77 0 9 10000 1 4502 4374 64 0 18.441 13.151 ../q2/d50a10000s1long100/logb0030/c03d50b0030s680128204.log 488216 q2-extractinstructions-02.txt 20150104_150428 0.4
20150104_140347 50 3 30 100000 681028781 1 10000 6052 3890 84 1 9 10000 1 4485 4347 69 1 18.589 13.182 ../q2/d50a10000s1long100/logb0030/c03d50b0030s681028781.log 480644 q2-extractinstructions-02.txt 20150104_150430 0.4
20150104_141327 50 3 30 100000 684587419 1 10000 6061 3878 79 1 9 10000 1 4419 4275 72 1 17.840 13.025 ../q2/d50a10000s1long100/logb0030/c03d50b0030s684587419.log 479546 q2-extractinstructions-02.txt 20150104_150431 0.4
20150104_140959 50 3 30 100000 691574937 1 10000 6128 3818 89 1 9 10000 1 4405 4237 84 0 17.707 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s691574937.log 471564 q2-extractinstructions-02.txt 20150104_150433 0.4
20150104_141004 50 3 30 100000 696282793 0 10000 5982 3960 82 0 9 10000 1 4558 4408 75 0 18.091 12.964 ../q2/d50a10000s1long100/logb0030/c03d50b0030s696282793.log 488955 q2-extractinstructions-02.txt 20150104_150434 0.4
20150104_141039 50 3 30 100000 70757215 1 10000 6077 3865 88 1 9 10000 1 4459 4287 86 1 18.000 12.933 ../q2/d50a10000s1long100/logb0030/c03d50b0030s70757215.log 477600 q2-extractinstructions-02.txt 20150104_150436 0.4
20150104_140509 50 3 30 100000 711283608 0 10000 6111 3842 79 0 9 10000 1 4411 4265 73 0 18.354 12.994 ../q2/d50a10000s1long100/logb0030/c03d50b0030s711283608.log 473598 q2-extractinstructions-02.txt 20150104_150437 0.4
20150104_141100 50 3 30 100000 71232281 1 10000 6022 3935 62 1 9 10000 1 4501 4389 56 1 17.629 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s71232281.log 484174 q2-extractinstructions-02.txt 20150104_150438 0.4
20150104_141307 50 3 30 100000 713686983 0 10000 6079 3877 68 0 9 10000 1 4455 4335 60 0 18.256 13.104 ../q2/d50a10000s1long100/logb0030/c03d50b0030s713686983.log 477381 q2-extractinstructions-02.txt 20150104_150440 0.4
20150104_140630 50 3 30 100000 715258232 1 10000 5964 3992 68 1 9 10000 1 4544 4422 61 1 18.785 13.369 ../q2/d50a10000s1long100/logb0030/c03d50b0030s715258232.log 491094 q2-extractinstructions-02.txt 20150104_150441 0.4
20150104_141631 50 3 30 100000 720726081 2 10000 6047 3898 87 2 9 10000 1 4462 4308 77 2 18.048 13.058 ../q2/d50a10000s1long100/logb0030/c03d50b0030s720726081.log 481200 q2-extractinstructions-02.txt 20150104_150443 0.4
20150104_141610 50 3 30 100000 729004945 0 10000 6059 3885 81 0 9 10000 1 4551 4409 71 0 18.147 13.276 ../q2/d50a10000s1long100/logb0030/c03d50b0030s729004945.log 479790 q2-extractinstructions-02.txt 20150104_150444 0.4
20150104_140842 50 3 30 100000 731421358 0 10000 6115 3843 68 0 9 10000 1 4361 4239 61 0 18.153 13.01 ../q2/d50a10000s1long100/logb0030/c03d50b0030s731421358.log 473126 q2-extractinstructions-02.txt 20150104_150445 0.4
20150104_141206 50 3 30 100000 748542218 1 10000 6111 3850 70 1 9 10000 1 4429 4309 60 1 18.038 13.151 ../q2/d50a10000s1long100/logb0030/c03d50b0030s748542218.log 473585 q2-extractinstructions-02.txt 20150104_150447 0.4
20150104_141954 50 3 30 100000 749682202 2 10000 5974 3973 79 2 9 10000 1 4551 4411 70 2 17.562 12.776 ../q2/d50a10000s1long100/logb0030/c03d50b0030s749682202.log 489873 q2-extractinstructions-02.txt 20150104_150448 0.4
20150104_141044 50 3 30 100000 764644760 0 10000 6087 3852 102 0 9 10000 1 4444 4256 94 0 18.299 13.042 ../q2/d50a10000s1long100/logb0030/c03d50b0030s764644760.log 476427 q2-extractinstructions-02.txt 20150104_150450 0.4
20150104_140736 50 3 30 100000 771297240 0 10000 6070 3878 73 0 9 10000 1 4527 4393 67 0 18.082 13.041 ../q2/d50a10000s1long100/logb0030/c03d50b0030s771297240.log 478473 q2-extractinstructions-02.txt 20150104_150451 0.4
20150104_141707 50 3 30 100000 779623269 0 10000 6070 3881 73 0 9 10000 1 4428 4298 65 0 17.814 13.15 ../q2/d50a10000s1long100/logb0030/c03d50b0030s779623269.log 478490 q2-extractinstructions-02.txt 20150104_150452 0.4
20150104_141226 50 3 30 100000 792274735 1 10000 6136 3817 76 1 9 10000 1 4388 4260 64 0 18.084 13.01 ../q2/d50a10000s1long100/logb0030/c03d50b0030s792274735.log 470626 q2-extractinstructions-02.txt 20150104_150454 0.4
20150104_140646 50 3 30 100000 792850679 2 10000 6103 3846 74 2 9 10000 1 4468 4332 68 2 18.341 12.979 ../q2/d50a10000s1long100/logb0030/c03d50b0030s792850679.log 474557 q2-extractinstructions-02.txt 20150104_150455 0.4
20150104_140609 50 3 30 100000 817713633 0 10000 6087 3870 70 0 9 10000 1 4435 4305 65 0 19.126 14.086 ../q2/d50a10000s1long100/logb0030/c03d50b0030s817713633.log 476472 q2-extractinstructions-02.txt 20150104_150457 0.4
20150104_141221 50 3 30 100000 821083276 0 10000 6087 3854 75 0 9 10000 1 4377 4243 67 0 18.026 12.994 ../q2/d50a10000s1long100/logb0030/c03d50b0030s821083276.log 476458 q2-extractinstructions-02.txt 20150104_150458 0.4
20150104_141509 50 3 30 100000 830503386 0 10000 6106 3853 71 0 9 10000 1 4438 4310 64 0 18.513 13.073 ../q2/d50a10000s1long100/logb0030/c03d50b0030s830503386.log 474183 q2-extractinstructions-02.txt 20150104_150459 0.4
20150104_141120 50 3 30 100000 835080798 0 10000 6143 3799 94 0 9 10000 1 4361 4193 84 0 18.086 13.01 ../q2/d50a10000s1long100/logb0030/c03d50b0030s835080798.log 469779 q2-extractinstructions-02.txt 20150104_150501 0.4
20150104_141550 50 3 30 100000 844916563 0 10000 6079 3869 86 0 9 10000 1 4438 4280 79 0 18.630 13.197 ../q2/d50a10000s1long100/logb0030/c03d50b0030s844916563.log 477383 q2-extractinstructions-02.txt 20150104_150502 0.4
20150104_141302 50 3 30 100000 847753645 0 10000 6120 3829 81 0 9 10000 1 4404 4262 71 0 17.915 12.933 ../q2/d50a10000s1long100/logb0030/c03d50b0030s847753645.log 472540 q2-extractinstructions-02.txt 20150104_150504 0.4
20150104_141105 50 3 30 100000 855242110 0 10000 6092 3871 62 0 9 10000 1 4445 4333 56 0 17.920 13.056 ../q2/d50a10000s1long100/logb0030/c03d50b0030s855242110.log 475874 q2-extractinstructions-02.txt 20150104_150505 0.4
20150104_141428 50 3 30 100000 862671664 0 10000 6108 3846 79 0 9 10000 1 4375 4225 75 0 17.646 13.026 ../q2/d50a10000s1long100/logb0030/c03d50b0030s862671664.log 473977 q2-extractinstructions-02.txt 20150104_150507 0.4
20150104_140923 50 3 30 100000 869373100 1 10000 6026 3919 79 1 9 10000 1 4424 4282 71 1 18.438 13.479 ../q2/d50a10000s1long100/logb0030/c03d50b0030s869373100.log 483716 q2-extractinstructions-02.txt 20150104_150508 0.4
20150104_140321 50 3 30 100000 919028296 0 10000 6051 3899 73 0 9 10000 1 4515 4383 66 0 18.112 13.073 ../q2/d50a10000s1long100/logb0030/c03d50b0030s919028296.log 480733 q2-extractinstructions-02.txt 20150104_150509 0.4
20150104_141323 50 3 30 100000 9255885 1 10000 6026 3919 97 1 9 10000 1 4557 4379 89 1 17.999 13.166 ../q2/d50a10000s1long100/logb0030/c03d50b0030s9255885.log 483708 q2-extractinstructions-02.txt 20150104_150511 0.4
20150104_140801 50 3 30 100000 932031761 0 10000 6128 3839 70 0 9 10000 1 4354 4234 60 0 17.419 12.902 ../q2/d50a10000s1long100/logb0030/c03d50b0030s932031761.log 471559 q2-extractinstructions-02.txt 20150104_150512 0.4
20150104_141125 50 3 30 100000 937674136 0 10000 6116 3839 72 0 9 10000 1 4450 4324 63 0 18.403 13.025 ../q2/d50a10000s1long100/logb0030/c03d50b0030s937674136.log 472995 q2-extractinstructions-02.txt 20150104_150514 0.4
20150104_141828 50 3 30 100000 950542138 0 10000 6020 3929 70 0 9 10000 1 4484 4358 63 0 17.945 13.073 ../q2/d50a10000s1long100/logb0030/c03d50b0030s950542138.log 484404 q2-extractinstructions-02.txt 20150104_150515 0.4
20150104_141752 50 3 30 100000 955201089 1 10000 6092 3850 83 1 9 10000 1 4526 4372 77 1 19.272 13.868 ../q2/d50a10000s1long100/logb0030/c03d50b0030s955201089.log 475861 q2-extractinstructions-02.txt 20150104_150516 0.4
20150104_141343 50 3 30 100000 960426761 0 10000 6011 3938 88 0 9 10000 1 4510 4356 77 0 17.725 13.011 ../q2/d50a10000s1long100/logb0030/c03d50b0030s960426761.log 485468 q2-extractinstructions-02.txt 20150104_150518 0.4
