timestamp docsize copies lifem seed lost auditrepairs auditlosses forensics walltime cputime
20140725_232221 50 5 500 103765041 0 449 0 0 13.046 9.828
20140725_232247 50 5 500 105731136 0 444 0 0 13.177 9.984
20140725_232241 50 5 500 117661523 0 460 0 0 13.104 9.953
20140725_232226 50 5 500 141246882 0 439 0 0 13.022 9.859
20140725_232303 50 5 500 263688301 0 459 0 0 13.167 9.906
20140725_232258 50 5 500 420477893 0 475 0 0 13.223 9.968
20140725_232308 50 5 500 50746969 0 469 0 0 13.178 9.984
20140725_232313 50 5 500 533657980 0 441 0 0 13.222 9.968
20140725_232233 50 5 500 681028781 0 418 0 0 13.015 9.844
20140725_232214 50 5 500 919028296 0 474 0 0 13.083 9.874
20140725_232253 50 5 500 967561224 0 444 0 0 13.136 9.828
20140725_232324 50 8 500 103765041 0 681 0 0 20.982 15.787
20140725_232346 50 8 500 105731136 0 720 0 0 21.040 15.834
20140725_232340 50 8 500 117661523 0 744 0 0 21.237 15.771
20140725_232329 50 8 500 141246882 0 679 0 0 20.930 15.772
20140725_232402 50 8 500 263688301 0 670 0 0 21.194 15.725
20140725_232356 50 8 500 420477893 0 741 0 0 21.364 15.741
20140725_232407 50 8 500 50746969 0 748 0 0 21.321 15.756
20140725_232412 50 8 500 533657980 0 754 0 0 21.038 15.677
20140725_232334 50 8 500 681028781 0 713 0 0 21.513 15.803
20140725_232318 50 8 500 919028296 0 709 0 0 20.839 15.772
20140725_232351 50 8 500 967561224 0 711 0 0 21.011 15.803
20140725_232424 50 10 500 103765041 0 861 0 0 26.375 19.921
20140725_232451 50 10 500 105731136 0 901 0 0 26.277 19.874
20140725_232446 50 10 500 117661523 0 922 0 0 26.459 19.905
20140725_232430 50 10 500 141246882 0 864 0 0 26.759 19.889
20140725_232515 50 10 500 263688301 0 860 0 0 26.106 19.89
20140725_232504 50 10 500 420477893 0 919 0 0 26.462 19.952
20140725_232520 50 10 500 50746969 0 913 0 0 25.916 19.859
20140725_232525 50 10 500 533657980 0 939 0 0 25.820 19.953
20140725_232434 50 10 500 681028781 0 888 0 0 26.404 19.858
20140725_232419 50 10 500 919028296 0 904 0 0 26.473 19.765
20140725_232457 50 10 500 967561224 0 874 0 0 26.108 19.968
20140725_235022 50 1 1000 103765041 46 0 41 0 2.878 1.841
20140725_235050 50 1 1000 105731136 44 0 42 0 2.882 1.84
20140725_235043 50 1 1000 117661523 54 0 48 0 2.879 1.856
20140725_235029 50 1 1000 141246882 50 0 44 0 2.878 1.841
20140725_235111 50 1 1000 263688301 53 0 48 0 2.886 1.841
20140725_235104 50 1 1000 420477893 53 0 49 0 2.878 1.841
20140725_235118 50 1 1000 50746969 47 0 44 0 2.889 1.856
20140725_235125 50 1 1000 533657980 55 0 49 0 2.883 1.841
20140725_235036 50 1 1000 681028781 48 0 43 0 2.869 1.841
20140725_235016 50 1 1000 919028296 59 0 54 0 2.889 1.841
20140725_235057 50 1 1000 967561224 44 0 38 0 2.878 1.841
20140725_235140 50 2 1000 103765041 0 93 0 0 5.310 3.744
20140725_235208 50 2 1000 105731136 0 76 0 0 5.315 3.729
20140725_235201 50 2 1000 117661523 0 107 0 0 5.313 3.759
20140725_235147 50 2 1000 141246882 0 72 0 0 5.280 3.712
20140725_235223 50 2 1000 263688301 0 78 0 0 5.330 3.76
20140725_235218 50 2 1000 420477893 0 77 0 0 5.313 3.745
20140725_235228 50 2 1000 50746969 0 91 0 0 5.311 3.713
20140725_235233 50 2 1000 533657980 0 103 0 0 5.323 3.744
20140725_235154 50 2 1000 681028781 0 91 0 0 5.282 3.698
20140725_235133 50 2 1000 919028296 0 95 0 0 5.314 3.759
20140725_235213 50 2 1000 967561224 0 82 0 0 5.312 3.745
20140725_235246 50 3 1000 103765041 0 149 0 0 7.742 5.663
20140725_235312 50 3 1000 105731136 0 114 0 0 7.746 5.631
20140725_235307 50 3 1000 117661523 0 131 0 1 7.743 5.663
20140725_235253 50 3 1000 141246882 0 139 0 0 7.726 5.632
20140725_235334 50 3 1000 263688301 0 148 0 0 7.744 5.648
20140725_235326 50 3 1000 420477893 0 129 0 0 7.745 5.631
20140725_235340 50 3 1000 50746969 0 142 0 0 7.749 5.663
20140725_235348 50 3 1000 533657980 0 162 0 0 7.732 5.648
20140725_235300 50 3 1000 681028781 0 138 0 0 7.744 5.647
20140725_235241 50 3 1000 919028296 0 157 0 0 7.777 5.694
20140725_235319 50 3 1000 967561224 0 137 0 0 7.723 5.631
20140725_235402 50 4 1000 103765041 0 180 0 0 10.168 7.535
20140725_235425 50 4 1000 105731136 0 175 0 0 10.110 7.473
20140725_235419 50 4 1000 117661523 0 178 0 0 10.162 7.535
20140725_235407 50 4 1000 141246882 0 158 0 0 10.102 7.489
20140725_235442 50 4 1000 263688301 0 170 0 0 10.090 7.488
20140725_235437 50 4 1000 420477893 0 181 0 0 10.126 7.472
20140725_235449 50 4 1000 50746969 0 180 0 0 10.086 7.457
20140725_235456 50 4 1000 533657980 0 199 0 0 10.164 7.535
20140725_235412 50 4 1000 681028781 0 170 0 0 10.073 7.473
20140725_235355 50 4 1000 919028296 0 190 0 0 10.073 7.457
20140725_235431 50 4 1000 967561224 0 186 0 0 10.147 7.488
20140725_235506 50 5 1000 103765041 0 227 0 0 12.813 9.61
20140725_235527 50 5 1000 105731136 0 213 0 0 12.690 9.454
20140725_235522 50 5 1000 117661523 0 210 0 0 12.796 9.578
20140725_235512 50 5 1000 141246882 0 218 0 0 12.789 9.516
20140725_235548 50 5 1000 263688301 0 232 0 0 12.773 9.61
20140725_235541 50 5 1000 420477893 0 221 0 0 12.814 9.641
20140725_235553 50 5 1000 50746969 0 237 0 0 12.820 9.61
20140725_235600 50 5 1000 533657980 0 245 0 0 12.785 9.594
20140725_235516 50 5 1000 681028781 0 209 0 0 12.701 9.516
20140725_235501 50 5 1000 919028296 0 239 0 0 12.820 9.578
20140725_235534 50 5 1000 967561224 0 234 0 0 12.722 9.562
20140725_235613 50 8 1000 103765041 0 339 0 0 20.403 15.241
20140725_235637 50 8 1000 105731136 0 353 0 0 20.414 15.101
20140725_235630 50 8 1000 117661523 0 374 0 0 20.471 15.382
20140725_235618 50 8 1000 141246882 0 335 0 0 20.298 15.272
20140725_235653 50 8 1000 263688301 0 343 0 0 20.633 15.147
20140725_235647 50 8 1000 420477893 0 373 0 0 20.483 15.194
20140725_235659 50 8 1000 50746969 0 372 0 0 20.867 15.023
20140725_235704 50 8 1000 533657980 0 382 0 0 20.563 15.319
20140725_235623 50 8 1000 681028781 0 338 0 0 20.329 15.085
20140725_235606 50 8 1000 919028296 0 355 0 0 20.173 15.132
20140725_235642 50 8 1000 967561224 0 345 0 0 20.394 15.194
20140725_235714 50 10 1000 103765041 0 440 0 0 25.413 19.188
20140725_235741 50 10 1000 105731136 0 443 0 0 25.658 19.126
20140725_235736 50 10 1000 117661523 0 461 0 0 26.270 19.173
20140725_235721 50 10 1000 141246882 0 423 0 0 25.679 19.235
20140725_235804 50 10 1000 263688301 0 435 0 0 25.396 19.251
20140725_235754 50 10 1000 420477893 0 461 0 0 25.696 19.282
20140725_235809 50 10 1000 50746969 0 464 0 0 25.209 19.188
20140725_235817 50 10 1000 533657980 0 452 0 0 24.902 19.079
20140725_235727 50 10 1000 681028781 0 424 0 0 25.681 19.218
20140725_235710 50 10 1000 919028296 0 442 0 0 25.651 19.204
20140725_235749 50 10 1000 967561224 0 421 0 0 25.513 19.235
20140726_004627 50 1 10000 103765041 6 0 6 0 2.827 1.794
20140726_004651 50 1 10000 105731136 6 0 6 0 2.823 1.778
20140726_004644 50 1 10000 117661523 9 0 8 0 2.833 1.778
20140726_004634 50 1 10000 141246882 4 0 3 0 2.812 1.794
20140726_004712 50 1 10000 263688301 5 0 5 0 2.814 1.778
20140726_004705 50 1 10000 420477893 7 0 6 0 2.828 1.794
20140726_004719 50 1 10000 50746969 6 0 5 0 2.833 1.794
20140726_004726 50 1 10000 533657980 6 0 6 0 2.825 1.794
20140726_004639 50 1 10000 681028781 4 0 3 0 2.818 1.794
20140726_004619 50 1 10000 919028296 10 0 9 0 2.841 1.794
20140726_004658 50 1 10000 967561224 4 0 4 0 2.823 1.778
20140726_004739 50 2 10000 103765041 0 13 0 0 5.195 3.634
20140726_004801 50 2 10000 105731136 0 8 0 0 5.173 3.572
20140726_004754 50 2 10000 117661523 0 16 0 0 5.158 3.604
20140726_004744 50 2 10000 141246882 0 7 0 0 5.164 3.588
20140726_004816 50 2 10000 263688301 0 3 0 0 5.191 3.588
20140726_004811 50 2 10000 420477893 0 6 0 0 5.190 3.604
20140726_004822 50 2 10000 50746969 0 10 0 0 5.176 3.588
20140726_004829 50 2 10000 533657980 0 14 0 0 5.168 3.603
20140726_004749 50 2 10000 681028781 0 7 0 0 5.168 3.588
20140726_004734 50 2 10000 919028296 0 11 0 0 5.207 3.619
20140726_004806 50 2 10000 967561224 0 3 0 0 5.147 3.587
20140726_004841 50 3 10000 103765041 0 12 0 0 7.613 5.507
20140726_004903 50 3 10000 105731136 0 13 0 0 7.570 5.491
20140726_004859 50 3 10000 117661523 0 19 0 0 7.614 5.522
20140726_004846 50 3 10000 141246882 0 19 0 0 7.594 5.522
20140726_004919 50 3 10000 263688301 0 14 0 0 7.560 5.46
20140726_004914 50 3 10000 420477893 0 13 0 0 7.598 5.507
20140726_004924 50 3 10000 50746969 0 14 0 0 7.581 5.46
20140726_004931 50 3 10000 533657980 0 14 0 0 7.566 5.46
20140726_004851 50 3 10000 681028781 0 11 0 0 7.549 5.445
20140726_004836 50 3 10000 919028296 0 19 0 0 7.561 5.475
20140726_004909 50 3 10000 967561224 0 13 0 0 7.589 5.445
20140726_004946 50 4 10000 103765041 0 22 0 0 9.936 7.301
20140726_005008 50 4 10000 105731136 0 19 0 0 9.935 7.254
20140726_005003 50 4 10000 117661523 0 30 0 0 9.934 7.254
20140726_004950 50 4 10000 141246882 0 10 0 0 9.935 7.254
20140726_005023 50 4 10000 263688301 0 14 0 0 9.890 7.223
20140726_005018 50 4 10000 420477893 0 17 0 0 9.975 7.253
20140726_005028 50 4 10000 50746969 0 13 0 0 9.861 7.191
20140726_005035 50 4 10000 533657980 0 24 0 0 9.923 7.285
20140726_004958 50 4 10000 681028781 0 19 0 0 9.882 7.254
20140726_004938 50 4 10000 919028296 0 18 0 0 9.881 7.238
20140726_005013 50 4 10000 967561224 0 11 0 0 9.972 7.332
20140726_005048 50 5 10000 103765041 0 22 0 0 12.468 9.251
20140726_005110 50 5 10000 105731136 0 23 0 0 12.410 9.157
20140726_005105 50 5 10000 117661523 0 25 0 0 12.453 9.266
20140726_005053 50 5 10000 141246882 0 26 0 0 12.597 9.297
20140726_005129 50 5 10000 263688301 0 21 0 0 12.433 9.267
20140726_005124 50 5 10000 420477893 0 21 0 0 12.487 9.297
20140726_005136 50 5 10000 50746969 0 25 0 0 12.426 9.235
20140726_005142 50 5 10000 533657980 0 17 0 0 12.439 9.235
20140726_005100 50 5 10000 681028781 0 19 0 0 12.490 9.313
20140726_005043 50 5 10000 919028296 0 32 0 0 12.481 9.314
20140726_005117 50 5 10000 967561224 0 16 0 0 12.475 9.298
20140726_005154 50 8 10000 103765041 0 39 0 0 19.800 14.82
20140726_005217 50 8 10000 105731136 0 26 0 0 20.633 14.93
20140726_005211 50 8 10000 117661523 0 49 0 0 20.512 14.805
20140726_005201 50 8 10000 141246882 0 29 0 0 19.868 14.741
20140726_005232 50 8 10000 263688301 0 30 0 0 20.068 14.664
20140726_005228 50 8 10000 420477893 0 31 0 0 20.570 14.946
20140726_005240 50 8 10000 50746969 0 32 0 0 20.491 14.883
20140726_005245 50 8 10000 533657980 0 40 0 0 20.271 14.726
20140726_005206 50 8 10000 681028781 0 32 0 0 20.330 14.836
20140726_005149 50 8 10000 919028296 0 39 0 0 19.686 14.774
20140726_005222 50 8 10000 967561224 0 28 0 0 20.196 14.898
20140726_005256 50 10 10000 103765041 0 46 0 0 24.927 18.579
20140726_005321 50 10 10000 105731136 0 37 0 0 26.985 18.891
20140726_005317 50 10 10000 117661523 0 60 0 0 25.961 18.798
20140726_005301 50 10 10000 141246882 0 33 0 0 26.766 18.923
20140726_005344 50 10 10000 263688301 0 42 0 0 25.532 18.454
20140726_005332 50 10 10000 420477893 0 39 0 0 25.241 18.595
20140726_005345 50 10 10000 50746969 0 42 0 0 27.920 18.673
20140726_005353 50 10 10000 533657980 0 45 0 0 26.034 18.439
20140726_005306 50 10 10000 681028781 0 38 0 0 25.344 18.72
20140726_005251 50 10 10000 919028296 0 51 0 0 25.847 18.861
20140726_005328 50 10 10000 967561224 0 36 0 0 25.795 18.626
20140726_001339 50 1 2000 103765041 24 0 22 0 2.857 1.825
20140726_001408 50 1 2000 105731136 25 0 23 0 2.844 1.809
20140726_001401 50 1 2000 117661523 31 0 24 0 2.842 1.794
20140726_001346 50 1 2000 141246882 27 0 26 0 2.852 1.81
20140726_001429 50 1 2000 263688301 24 0 22 0 2.860 1.809
20140726_001422 50 1 2000 420477893 24 0 21 0 2.849 1.809
20140726_001436 50 1 2000 50746969 28 0 25 0 2.867 1.825
20140726_001443 50 1 2000 533657980 20 0 18 0 2.853 1.809
20140726_001353 50 1 2000 681028781 26 0 19 0 2.852 1.81
20140726_001334 50 1 2000 919028296 34 0 31 0 2.855 1.81
20140726_001415 50 1 2000 967561224 20 0 16 0 2.874 1.825
20140726_001458 50 2 2000 103765041 0 47 0 0 5.229 3.666
20140726_001522 50 2 2000 105731136 0 40 0 0 5.232 3.65
20140726_001515 50 2 2000 117661523 0 62 0 0 5.246 3.682
20140726_001505 50 2 2000 141246882 0 33 0 0 5.260 3.666
20140726_001539 50 2 2000 263688301 0 41 0 0 5.243 3.681
20140726_001534 50 2 2000 420477893 0 39 0 0 5.262 3.697
20140726_001546 50 2 2000 50746969 0 42 0 0 5.243 3.681
20140726_001553 50 2 2000 533657980 0 48 0 0 5.265 3.681
20140726_001510 50 2 2000 681028781 0 36 0 0 5.275 3.697
20140726_001450 50 2 2000 919028296 0 49 0 0 5.252 3.682
20140726_001529 50 2 2000 967561224 0 36 0 0 5.255 3.697
20140726_001606 50 3 2000 103765041 0 64 0 0 7.629 5.538
20140726_001630 50 3 2000 105731136 0 55 0 0 7.650 5.553
20140726_001623 50 3 2000 117661523 0 67 0 1 7.664 5.523
20140726_001611 50 3 2000 141246882 0 71 0 0 7.677 5.585
20140726_001647 50 3 2000 263688301 0 79 0 0 7.666 5.554
20140726_001642 50 3 2000 420477893 0 67 0 0 7.704 5.616
20140726_001654 50 3 2000 50746969 0 79 0 0 7.724 5.601
20140726_001702 50 3 2000 533657980 0 76 0 0 7.677 5.538
20140726_001616 50 3 2000 681028781 0 67 0 0 7.715 5.569
20140726_001559 50 3 2000 919028296 0 83 0 0 7.688 5.616
20140726_001635 50 3 2000 967561224 0 63 0 0 7.691 5.585
20140726_001712 50 4 2000 103765041 0 93 0 0 10.041 7.379
20140726_001734 50 4 2000 105731136 0 76 0 0 10.004 7.347
20140726_001729 50 4 2000 117661523 0 107 0 0 10.018 7.394
20140726_001719 50 4 2000 141246882 0 73 0 0 9.986 7.332
20140726_001754 50 4 2000 263688301 0 78 0 0 10.015 7.394
20140726_001747 50 4 2000 420477893 0 77 0 0 10.013 7.379
20140726_001801 50 4 2000 50746969 0 90 0 0 9.995 7.364
20140726_001808 50 4 2000 533657980 0 100 0 0 10.044 7.41
20140726_001724 50 4 2000 681028781 0 91 0 0 10.031 7.348
20140726_001707 50 4 2000 919028296 0 97 0 0 10.052 7.379
20140726_001741 50 4 2000 967561224 0 83 0 0 10.035 7.379
20140726_001822 50 5 2000 103765041 0 125 0 0 12.625 9.422
20140726_001845 50 5 2000 105731136 0 94 0 0 12.671 9.438
20140726_001839 50 5 2000 117661523 0 108 0 0 12.607 9.391
20140726_001829 50 5 2000 141246882 0 123 0 0 12.631 9.422
20140726_001900 50 5 2000 263688301 0 126 0 0 12.610 9.376
20140726_001855 50 5 2000 420477893 0 110 0 0 12.635 9.376
20140726_001905 50 5 2000 50746969 0 125 0 0 12.710 9.485
20140726_001910 50 5 2000 533657980 0 123 0 0 12.664 9.469
20140726_001834 50 5 2000 681028781 0 109 0 0 12.643 9.501
20140726_001815 50 5 2000 919028296 0 134 0 0 12.563 9.422
20140726_001850 50 5 2000 967561224 0 115 0 0 12.622 9.391
20140726_001921 50 8 2000 103765041 0 179 0 0 20.244 14.945
20140726_001944 50 8 2000 105731136 0 174 0 0 19.978 14.867
20140726_001938 50 8 2000 117661523 0 176 0 0 20.123 14.945
20140726_001926 50 8 2000 141246882 0 157 0 0 20.298 14.96
20140726_001959 50 8 2000 263688301 0 172 0 0 21.240 14.929
20140726_001954 50 8 2000 420477893 0 181 0 0 19.949 14.789
20140726_002004 50 8 2000 50746969 0 180 0 0 20.152 14.882
20140726_002010 50 8 2000 533657980 0 197 0 0 20.302 14.991
20140726_001931 50 8 2000 681028781 0 170 0 0 20.201 14.929
20140726_001916 50 8 2000 919028296 0 192 0 0 20.181 14.992
20140726_001949 50 8 2000 967561224 0 187 0 0 20.124 14.96
20140726_002023 50 10 2000 103765041 0 223 0 0 25.323 18.829
20140726_002049 50 10 2000 105731136 0 215 0 0 25.511 18.814
20140726_002042 50 10 2000 117661523 0 225 0 0 25.203 18.798
20140726_002028 50 10 2000 141246882 0 202 0 0 25.391 18.907
20140726_002108 50 10 2000 263688301 0 228 0 0 25.039 18.938
20140726_002101 50 10 2000 420477893 0 227 0 0 25.665 18.923
20140726_002116 50 10 2000 50746969 0 227 0 0 25.021 18.922
20140726_002123 50 10 2000 533657980 0 244 0 0 24.684 18.782
20140726_002033 50 10 2000 681028781 0 220 0 0 25.429 18.846
20140726_002015 50 10 2000 919028296 0 232 0 0 25.984 18.985
20140726_002056 50 10 2000 967561224 0 217 0 0 25.513 18.922
20140726_002338 50 1 3000 103765041 15 0 13 0 2.834 1.794
20140726_002402 50 1 3000 105731136 18 0 15 0 2.834 1.794
20140726_002356 50 1 3000 117661523 20 0 19 0 2.840 1.794
20140726_002343 50 1 3000 141246882 20 0 19 0 2.846 1.81
20140726_002424 50 1 3000 263688301 17 0 16 0 2.849 1.81
20140726_002417 50 1 3000 420477893 16 0 14 0 2.832 1.794
20140726_002431 50 1 3000 50746969 21 0 18 0 2.832 1.794
20140726_002436 50 1 3000 533657980 15 0 14 0 2.880 1.825
20140726_002348 50 1 3000 681028781 16 0 12 0 2.834 1.794
20140726_002333 50 1 3000 919028296 19 0 19 0 2.854 1.81
20140726_002410 50 1 3000 967561224 14 0 13 0 2.844 1.81
20140726_002451 50 2 3000 103765041 0 32 0 0 5.212 3.635
20140726_002519 50 2 3000 105731136 0 26 0 0 5.200 3.619
20140726_002512 50 2 3000 117661523 0 45 0 0 5.199 3.65
20140726_002458 50 2 3000 141246882 0 23 0 0 5.181 3.619
20140726_002536 50 2 3000 263688301 0 28 0 0 5.211 3.634
20140726_002531 50 2 3000 420477893 0 26 0 0 5.244 3.65
20140726_002541 50 2 3000 50746969 0 26 0 0 5.220 3.651
20140726_002546 50 2 3000 533657980 0 37 0 0 5.231 3.65
20140726_002505 50 2 3000 681028781 0 28 0 0 5.202 3.635
20140726_002443 50 2 3000 919028296 0 29 0 0 5.203 3.619
20140726_002526 50 2 3000 967561224 0 18 0 0 5.199 3.635
20140726_002559 50 3 3000 103765041 0 41 0 0 7.589 5.475
20140726_002625 50 3 3000 105731136 0 42 0 0 7.621 5.522
20140726_002618 50 3 3000 117661523 0 49 0 0 7.612 5.523
20140726_002606 50 3 3000 141246882 0 44 0 0 7.612 5.491
20140726_002642 50 3 3000 263688301 0 47 0 0 7.621 5.523
20140726_002635 50 3 3000 420477893 0 49 0 0 7.708 5.523
20140726_002647 50 3 3000 50746969 0 44 0 0 7.633 5.522
20140726_002652 50 3 3000 533657980 0 49 0 0 7.600 5.522
20140726_002611 50 3 3000 681028781 0 44 0 0 7.583 5.491
20140726_002554 50 3 3000 919028296 0 54 0 0 7.667 5.569
20140726_002630 50 3 3000 967561224 0 38 0 0 7.676 5.554
20140726_002705 50 4 3000 103765041 0 70 0 0 10.041 7.395
20140726_002727 50 4 3000 105731136 0 54 0 0 9.942 7.317
20140726_002720 50 4 3000 117661523 0 77 0 0 9.969 7.364
20140726_002710 50 4 3000 141246882 0 45 0 0 9.962 7.332
20140726_002743 50 4 3000 263688301 0 58 0 0 9.974 7.364
20140726_002737 50 4 3000 420477893 0 51 0 0 9.950 7.332
20140726_002748 50 4 3000 50746969 0 58 0 0 9.974 7.379
20140726_002755 50 4 3000 533657980 0 68 0 0 9.923 7.301
20140726_002715 50 4 3000 681028781 0 58 0 0 9.945 7.317
20140726_002700 50 4 3000 919028296 0 58 0 0 9.951 7.301
20140726_002732 50 4 3000 967561224 0 49 0 0 9.968 7.332
20140726_002807 50 5 3000 103765041 0 82 0 0 12.535 9.36
20140726_002832 50 5 3000 105731136 0 60 0 0 12.511 9.36
20140726_002825 50 5 3000 117661523 0 73 0 0 12.500 9.297
20140726_002813 50 5 3000 141246882 0 82 0 0 12.632 9.329
20140726_002849 50 5 3000 263688301 0 86 0 0 12.586 9.422
20140726_002844 50 5 3000 420477893 0 73 0 0 12.574 9.392
20140726_002854 50 5 3000 50746969 0 89 0 0 12.559 9.328
20140726_002901 50 5 3000 533657980 0 85 0 0 12.555 9.376
20140726_002817 50 5 3000 681028781 0 72 0 0 12.592 9.329
20140726_002802 50 5 3000 919028296 0 90 0 0 12.528 9.329
20140726_002839 50 5 3000 967561224 0 72 0 0 12.542 9.314
20140726_002914 50 8 3000 103765041 0 121 0 0 19.910 14.867
20140726_002938 50 8 3000 105731136 0 107 0 0 19.979 14.867
20140726_002931 50 8 3000 117661523 0 128 0 0 20.138 14.883
20140726_002921 50 8 3000 141246882 0 103 0 0 19.789 14.742
20140726_002957 50 8 3000 263688301 0 109 0 0 20.097 14.836
20140726_002951 50 8 3000 420477893 0 120 0 0 19.993 14.945
20140726_003003 50 8 3000 50746969 0 121 0 0 20.547 14.852
20140726_003008 50 8 3000 533657980 0 130 0 0 20.233 14.898
20140726_002926 50 8 3000 681028781 0 119 0 0 20.075 14.82
20140726_002906 50 8 3000 919028296 0 124 0 0 19.601 14.774
20140726_002943 50 8 3000 967561224 0 122 0 0 19.842 14.758
20140726_003018 50 10 3000 103765041 0 152 0 0 25.352 18.752
20140726_003044 50 10 3000 105731136 0 138 0 0 25.464 18.845
20140726_003040 50 10 3000 117661523 0 146 0 0 25.141 18.705
20140726_003025 50 10 3000 141246882 0 133 0 0 25.014 18.891
20140726_003105 50 10 3000 263688301 0 136 0 0 24.649 18.642
20140726_003058 50 10 3000 420477893 0 155 0 0 25.590 18.861
20140726_003110 50 10 3000 50746969 0 151 0 0 24.945 18.75
20140726_003117 50 10 3000 533657980 0 165 0 0 24.591 18.611
20140726_003030 50 10 3000 681028781 0 140 0 0 25.858 18.612
20140726_003013 50 10 3000 919028296 0 158 0 0 25.216 18.72
20140726_003051 50 10 3000 967561224 0 153 0 0 24.748 18.549
20140726_003553 50 1 5000 103765041 11 0 10 0 2.840 1.794
20140726_003620 50 1 5000 105731136 11 0 10 0 2.824 1.794
20140726_003615 50 1 5000 117661523 18 0 16 0 2.840 1.794
20140726_003601 50 1 5000 141246882 13 0 12 0 2.843 1.794
20140726_003637 50 1 5000 263688301 7 0 7 0 2.852 1.778
20140726_003630 50 1 5000 420477893 11 0 11 0 2.843 1.794
20140726_003644 50 1 5000 50746969 9 0 9 0 2.841 1.81
20140726_003651 50 1 5000 533657980 11 0 10 0 2.837 1.794
20140726_003608 50 1 5000 681028781 10 0 10 0 2.838 1.794
20140726_003546 50 1 5000 919028296 14 0 13 0 2.847 1.794
20140726_003625 50 1 5000 967561224 10 0 8 0 2.838 1.794
20140726_003706 50 2 5000 103765041 0 23 0 0 5.216 3.634
20140726_003728 50 2 5000 105731136 0 20 0 0 5.177 3.588
20140726_003721 50 2 5000 117661523 0 30 0 0 5.191 3.62
20140726_003711 50 2 5000 141246882 0 10 0 0 5.206 3.634
20140726_003749 50 2 5000 263688301 0 14 0 0 5.220 3.603
20140726_003742 50 2 5000 420477893 0 17 0 0 5.177 3.619
20140726_003754 50 2 5000 50746969 0 12 0 0 5.203 3.635
20140726_003759 50 2 5000 533657980 0 25 0 0 5.187 3.619
20140726_003716 50 2 5000 681028781 0 19 0 0 5.223 3.635
20140726_003659 50 2 5000 919028296 0 18 0 0 5.177 3.604
20140726_003735 50 2 5000 967561224 0 12 0 0 5.169 3.619
20140726_003810 50 3 5000 103765041 0 24 0 0 7.623 5.507
20140726_003834 50 3 5000 105731136 0 28 0 0 7.573 5.46
20140726_003827 50 3 5000 117661523 0 31 0 1 7.600 5.476
20140726_003815 50 3 5000 141246882 0 28 0 0 7.566 5.475
20140726_003851 50 3 5000 263688301 0 27 0 0 7.579 5.476
20140726_003846 50 3 5000 420477893 0 26 0 0 7.632 5.523
20140726_003859 50 3 5000 50746969 0 29 0 0 7.610 5.476
20140726_003906 50 3 5000 533657980 0 23 0 0 7.594 5.522
20140726_003822 50 3 5000 681028781 0 28 0 0 7.601 5.491
20140726_003805 50 3 5000 919028296 0 35 0 0 7.625 5.506
20140726_003841 50 3 5000 967561224 0 20 0 0 7.651 5.553
20140726_003918 50 4 5000 103765041 0 38 0 0 9.917 7.239
20140726_003943 50 4 5000 105731136 0 26 0 0 9.927 7.317
20140726_003935 50 4 5000 117661523 0 51 0 0 9.948 7.332
20140726_003923 50 4 5000 141246882 0 29 0 0 9.906 7.269
20140726_004000 50 4 5000 263688301 0 30 0 0 9.921 7.3
20140726_003953 50 4 5000 420477893 0 30 0 0 9.970 7.363
20140726_004007 50 4 5000 50746969 0 31 0 0 9.917 7.254
20140726_004014 50 4 5000 533657980 0 42 0 0 9.895 7.286
20140726_003931 50 4 5000 681028781 0 32 0 0 9.909 7.301
20140726_003911 50 4 5000 919028296 0 39 0 0 9.894 7.254
20140726_003948 50 4 5000 967561224 0 28 0 0 9.917 7.317
20140726_004028 50 5 5000 103765041 0 41 0 0 12.519 9.345
20140726_004051 50 5 5000 105731136 0 42 0 0 12.528 9.251
20140726_004046 50 5 5000 117661523 0 48 0 0 12.587 9.36
20140726_004036 50 5 5000 141246882 0 44 0 0 12.512 9.283
20140726_004110 50 5 5000 263688301 0 46 0 0 12.587 9.406
20140726_004103 50 5 5000 420477893 0 49 0 0 12.480 9.328
20140726_004115 50 5 5000 50746969 0 44 0 0 12.479 9.329
20140726_004120 50 5 5000 533657980 0 48 0 0 12.581 9.359
20140726_004041 50 5 5000 681028781 0 44 0 0 12.548 9.329
20140726_004021 50 5 5000 919028296 0 54 0 0 12.507 9.36
20140726_004058 50 5 5000 967561224 0 38 0 0 12.491 9.313
20140726_004135 50 8 5000 103765041 0 79 0 0 20.085 14.773
20140726_004156 50 8 5000 105731136 0 62 0 0 20.118 14.711
20140726_004150 50 8 5000 117661523 0 87 0 0 19.927 14.71
20140726_004140 50 8 5000 141246882 0 60 0 0 20.077 14.726
20140726_004211 50 8 5000 263688301 0 64 0 0 20.304 14.882
20140726_004206 50 8 5000 420477893 0 61 0 0 20.186 14.836
20140726_004217 50 8 5000 50746969 0 69 0 0 20.089 14.774
20140726_004221 50 8 5000 533657980 0 76 0 0 20.022 14.835
20140726_004145 50 8 5000 681028781 0 70 0 0 20.193 14.773
20140726_004128 50 8 5000 919028296 0 76 0 0 19.731 14.664
20140726_004201 50 8 5000 967561224 0 61 0 0 20.051 14.773
20140726_004235 50 10 5000 103765041 0 92 0 0 25.308 18.704
20140726_004300 50 10 5000 105731136 0 74 0 0 25.133 18.611
20140726_004253 50 10 5000 117661523 0 106 0 0 25.107 18.674
20140726_004240 50 10 5000 141246882 0 73 0 0 25.316 18.705
