timestamp docsize copies lifem seed lost auditrepairs auditlosses forensics walltime cputime
20140725_184303 50 2 30 141246882 30 2909 52 0 10.031 8.112
20140725_184336 50 2 30 263688301 24 2991 43 0 9.770 8.175
20140725_184331 50 2 30 420477893 30 2905 49 0 9.768 8.159
20140725_184341 50 2 30 50746969 28 2897 48 0 9.703 8.065
20140725_184346 50 2 30 533657980 22 2984 41 0 9.743 8.143
20140725_184308 50 2 30 681028781 28 2964 54 0 10.294 8.253
20140725_184251 50 2 30 919028296 21 2929 36 0 9.758 8.081
20140725_184326 50 2 30 967561224 22 2848 40 0 9.754 8.143
20140725_184400 50 3 30 103765041 0 4423 0 73 14.667 12.417
20140725_184421 50 3 30 105731136 1 4439 3 76 14.801 12.307
20140725_184416 50 3 30 117661523 1 4517 3 78 14.856 12.464
20140725_184406 50 3 30 141246882 0 4424 0 69 14.690 12.339
20140725_184436 50 3 30 263688301 1 4488 3 70 14.739 12.292
20140725_184431 50 3 30 420477893 0 4523 0 82 14.686 12.371
20140725_184443 50 3 30 50746969 0 4478 0 73 14.791 12.449
20140725_184448 50 3 30 533657980 0 4450 0 73 14.800 12.496
20140725_184411 50 3 30 681028781 1 4547 3 77 14.800 12.479
20140725_184353 50 3 30 919028296 0 4515 0 69 14.550 12.34
20140725_184426 50 3 30 967561224 1 4483 3 76 14.760 12.464
20140725_184501 50 4 30 103765041 0 5972 0 1 19.991 16.895
20140725_184523 50 4 30 105731136 0 6006 0 1 20.307 16.878
20140725_184518 50 4 30 117661523 0 5944 0 2 21.405 16.817
20140725_184506 50 4 30 141246882 0 5902 0 1 20.244 16.692
20140725_184540 50 4 30 263688301 0 5975 0 5 20.119 16.787
20140725_184534 50 4 30 420477893 0 5876 0 2 19.942 16.707
20140725_184546 50 4 30 50746969 0 5886 0 3 20.103 16.692
20140725_184552 50 4 30 533657980 0 5995 0 1 20.532 16.769
20140725_184513 50 4 30 681028781 0 6035 0 1 20.121 16.864
20140725_184454 50 4 30 919028296 0 5935 0 1 19.784 16.801
20140725_184529 50 4 30 967561224 0 5841 0 2 20.568 16.895
20140725_184603 50 5 30 103765041 0 7394 0 0 25.242 21.294
20140725_184631 50 5 30 105731136 0 7448 0 3 25.385 21.122
20140725_184624 50 5 30 117661523 0 7562 0 3 25.414 21.342
20140725_184608 50 5 30 141246882 0 7402 0 4 25.997 21.373
20140725_184650 50 5 30 263688301 0 7517 0 4 26.979 21.855
20140725_184643 50 5 30 420477893 0 7508 0 4 26.324 21.528
20140725_184657 50 5 30 50746969 0 7456 0 4 26.859 22.011
20140725_184705 50 5 30 533657980 0 7395 0 1 26.698 22.105
20140725_184614 50 5 30 681028781 0 7424 0 3 25.767 21.372
20140725_184558 50 5 30 919028296 0 7482 0 1 25.069 21.232
20140725_184638 50 5 30 967561224 0 7662 0 6 25.606 21.45
20140725_184718 50 8 30 103765041 0 12015 0 0 41.212 34.351
20140725_184757 50 8 30 105731136 0 12013 0 0 41.915 33.962
20140725_184753 50 8 30 117661523 0 11816 0 0 44.034 34.009
20140725_184724 50 8 30 141246882 0 11859 0 0 42.675 34.148
20140725_184815 50 8 30 263688301 0 11863 0 0 54.459 34.554
20140725_184810 50 8 30 420477893 0 11930 0 0 43.049 34.304
20140725_184841 50 8 30 50746969 0 11817 0 0 41.227 33.976
20140725_184852 50 8 30 533657980 0 11972 0 0 43.313 33.977
20140725_184732 50 8 30 681028781 0 12118 0 0 42.984 34.087
20140725_184711 50 8 30 919028296 0 11933 0 0 41.647 34.382
20140725_184806 50 8 30 967561224 0 11848 0 0 53.960 34.257
20140725_184910 50 10 30 103765041 0 14969 0 0 54.545 42.665
20140725_185005 50 10 30 105731136 0 15021 0 0 61.289 43.649
20140725_184935 50 10 30 117661523 0 14831 0 0 67.046 43.368
20140725_184916 50 10 30 141246882 0 14841 0 0 50.817 43.166
20140725_185031 50 10 30 263688301 0 14835 0 0 83.145 44.351
20140725_185021 50 10 30 420477893 0 14928 0 0 94.905 45.911
20140725_185052 50 10 30 50746969 0 14819 0 0 64.393 43.431
20140725_185107 50 10 30 533657980 0 14877 0 0 70.737 45.911
20140725_184937 50 10 30 681028781 0 15193 0 0 71.777 44.071
20140725_184900 50 10 30 919028296 0 15033 0 0 56.359 43.087
20140725_185005 50 10 30 967561224 0 14976 0 0 76.687 44.414
20140725_185434 50 1 50 103765041 910 0 836 0 4.084 3.042
20140725_185458 50 1 50 105731136 937 0 840 0 4.144 3.104
20140725_185453 50 1 50 117661523 946 0 874 0 4.120 3.058
20140725_185441 50 1 50 141246882 936 0 848 0 4.083 3.042
20140725_185519 50 1 50 263688301 957 0 872 0 4.204 3.074
20140725_185512 50 1 50 420477893 994 0 907 0 4.171 3.089
20140725_185524 50 1 50 50746969 959 0 871 0 4.176 3.089
20140725_185532 50 1 50 533657980 912 0 844 0 4.122 3.058
20140725_185446 50 1 50 681028781 939 0 857 0 4.132 3.073
20140725_185427 50 1 50 919028296 1018 0 922 0 4.163 3.042
20140725_185505 50 1 50 967561224 973 0 887 0 4.210 3.12
20140725_185544 50 2 50 103765041 9 1811 18 0 8.075 6.38
20140725_185607 50 2 50 105731136 8 1782 16 0 8.137 6.412
20140725_185559 50 2 50 117661523 15 1768 26 0 8.219 6.521
20140725_185549 50 2 50 141246882 17 1772 32 0 8.103 6.396
20140725_185624 50 2 50 263688301 8 1823 12 0 8.261 6.505
20140725_185619 50 2 50 420477893 8 1805 16 0 8.242 6.459
20140725_185629 50 2 50 50746969 6 1789 12 0 8.263 6.458
20140725_185634 50 2 50 533657980 4 1805 6 0 8.349 6.521
20140725_185554 50 2 50 681028781 7 1777 10 0 8.246 6.474
20140725_185539 50 2 50 919028296 10 1740 20 0 8.005 6.271
20140725_185613 50 2 50 967561224 12 1731 22 0 8.180 6.49
20140725_185644 50 3 50 103765041 0 2690 0 33 12.775 10.062
20140725_185705 50 3 50 105731136 0 2632 0 37 13.149 9.796
20140725_185700 50 3 50 117661523 0 2725 0 30 15.109 10.217
20140725_185650 50 3 50 141246882 0 2645 0 28 14.166 10.031
20140725_185724 50 3 50 263688301 0 2706 0 19 13.010 10.171
20140725_185719 50 3 50 420477893 0 2691 0 33 12.431 9.812
20140725_185730 50 3 50 50746969 0 2721 0 34 13.479 10.265
20140725_185735 50 3 50 533657980 0 2678 0 24 13.644 10.203
20140725_185655 50 3 50 681028781 0 2750 0 31 15.144 9.984
20140725_185639 50 3 50 919028296 1 2724 3 24 12.781 9.656
20140725_185712 50 3 50 967561224 0 2741 0 27 12.073 9.735
20140725_185746 50 4 50 103765041 0 3600 0 0 19.317 13.447
20140725_185807 50 4 50 105731136 0 3658 0 1 17.304 13.244
20140725_185802 50 4 50 117661523 0 3593 0 1 16.981 13.275
20140725_185751 50 4 50 141246882 0 3593 0 0 19.100 13.478
20140725_185825 50 4 50 263688301 0 3664 0 3 16.319 13.119
20140725_185817 50 4 50 420477893 0 3568 0 0 16.066 12.916
20140725_185829 50 4 50 50746969 0 3526 0 0 15.730 12.901
20140725_185837 50 4 50 533657980 0 3645 0 0 15.778 12.839
20140725_185757 50 4 50 681028781 0 3619 0 0 19.699 13.214
20140725_185741 50 4 50 919028296 0 3575 0 1 18.494 13.478
20140725_185812 50 4 50 967561224 0 3497 0 1 16.456 12.948
20140725_185847 50 5 50 103765041 0 4439 0 0 20.640 16.458
20140725_185912 50 5 50 105731136 0 4446 0 3 20.679 16.505
20140725_185906 50 5 50 117661523 0 4553 0 1 21.303 16.614
20140725_185852 50 5 50 141246882 0 4424 0 0 20.403 16.427
20140725_185928 50 5 50 263688301 0 4468 0 1 21.537 16.366
20140725_185922 50 5 50 420477893 0 4535 0 1 21.071 16.27
20140725_185933 50 5 50 50746969 0 4476 0 0 21.826 16.755
20140725_185939 50 5 50 533657980 0 4479 0 0 21.548 16.723
20140725_185858 50 5 50 681028781 0 4516 0 0 21.236 16.645
20140725_185842 50 5 50 919028296 0 4532 0 1 20.527 16.318
20140725_185917 50 5 50 967561224 0 4569 0 1 22.021 16.77
20140725_185950 50 8 50 103765041 0 7156 0 0 33.732 26.692
20140725_190025 50 8 50 105731136 0 7231 0 0 34.504 26.989
20140725_190019 50 8 50 117661523 0 7119 0 0 34.224 26.707
20140725_185956 50 8 50 141246882 0 7116 0 0 33.650 26.661
20140725_190053 50 8 50 263688301 0 7215 0 0 35.873 27.206
20140725_190036 50 8 50 420477893 0 7128 0 0 36.571 26.723
20140725_190054 50 8 50 50746969 0 7143 0 0 43.325 26.801
20140725_190101 50 8 50 533657980 0 7291 0 0 38.360 26.52
20140725_190002 50 8 50 681028781 0 7317 0 0 34.185 27.05
20140725_185944 50 8 50 919028296 0 7193 0 0 33.780 26.551
20140725_190031 50 8 50 967561224 0 7110 0 0 36.414 26.676
20140725_190130 50 10 50 103765041 0 9028 0 0 44.749 33.633
20140725_190207 50 10 50 105731136 0 9009 0 0 50.435 33.836
20140725_190155 50 10 50 117661523 0 8951 0 0 51.023 33.557
20140725_190131 50 10 50 141246882 0 8937 0 0 45.571 33.336
20140725_190235 50 10 50 263688301 0 9015 0 0 49.504 34.18
20140725_190224 50 10 50 420477893 0 8848 0 0 43.493 33.696
20140725_190244 50 10 50 50746969 0 8905 0 0 51.278 34.134
20140725_190302 50 10 50 533657980 0 9102 0 0 44.083 34.148
20140725_190140 50 10 50 681028781 0 9144 0 0 42.755 33.868
20140725_190113 50 10 50 919028296 0 8987 0 0 45.605 33.431
20140725_190215 50 10 50 967561224 0 8972 0 0 50.171 33.555
20140725_202445 50 1 100 103765041 474 0 436 0 3.516 2.433
20140725_202514 50 1 100 105731136 486 0 434 0 3.479 2.403
20140725_202507 50 1 100 117661523 486 0 446 0 3.461 2.418
20140725_202453 50 1 100 141246882 477 0 429 0 3.483 2.45
20140725_202529 50 1 100 263688301 498 0 451 0 3.488 2.434
20140725_202524 50 1 100 420477893 504 0 467 0 3.467 2.418
20140725_202534 50 1 100 50746969 498 0 456 0 3.482 2.434
20140725_202541 50 1 100 533657980 483 0 434 0 3.488 2.418
20140725_202500 50 1 100 681028781 466 0 409 0 3.471 2.403
20140725_202438 50 1 100 919028296 504 0 466 0 3.525 2.449
20140725_202519 50 1 100 967561224 483 0 435 0 3.454 2.418
20140725_202556 50 2 100 103765041 0 864 0 0 6.618 4.961
20140725_202622 50 2 100 105731136 0 906 0 0 6.542 4.93
20140725_202615 50 2 100 117661523 2 916 4 0 6.541 4.96
20140725_202603 50 2 100 141246882 1 856 2 0 6.555 4.961
20140725_202643 50 2 100 263688301 1 859 2 0 6.517 4.899
20140725_202636 50 2 100 420477893 4 913 8 0 6.542 4.976
20140725_202650 50 2 100 50746969 1 906 2 0 6.560 4.992
20140725_202655 50 2 100 533657980 0 938 0 0 6.578 4.976
20140725_202608 50 2 100 681028781 2 881 4 0 6.557 4.929
20140725_202549 50 2 100 919028296 2 890 2 0 6.636 5.007
20140725_202629 50 2 100 967561224 1 865 2 0 6.480 4.899
20140725_202720 50 3 100 103765041 0 1349 0 12 15.586 7.753
20140725_202734 50 3 100 105731136 0 1349 0 9 10.219 7.659
20140725_202726 50 3 100 117661523 0 1370 0 6 11.846 7.785
20140725_202723 50 3 100 141246882 0 1363 0 7 10.467 7.738
20140725_202753 50 3 100 263688301 0 1371 0 6 10.230 7.722
20140725_202746 50 3 100 420477893 0 1372 0 4 9.880 7.551
20140725_202758 50 3 100 50746969 0 1383 0 11 10.349 7.706
20140725_202804 50 3 100 533657980 0 1317 0 4 9.988 7.519
20140725_202723 50 3 100 681028781 0 1376 0 7 12.158 8.033
20140725_202703 50 3 100 919028296 0 1447 0 9 11.964 7.69
20140725_202739 50 3 100 967561224 0 1384 0 4 9.896 7.69
20140725_202816 50 4 100 103765041 0 1825 0 0 12.752 10.062
20140725_202838 50 4 100 105731136 0 1797 0 0 12.801 10.047
20140725_202833 50 4 100 117661523 0 1797 0 0 12.802 10.063
20140725_202823 50 4 100 141246882 0 1809 0 0 12.761 10.078
20140725_202854 50 4 100 263688301 0 1827 0 0 12.791 10.078
20140725_202849 50 4 100 420477893 0 1827 0 0 12.787 9.953
20140725_202859 50 4 100 50746969 0 1793 0 0 12.810 10.0
20140725_202904 50 4 100 533657980 0 1808 0 0 12.659 10.015
20140725_202828 50 4 100 681028781 0 1814 0 0 12.787 10.078
20140725_202811 50 4 100 919028296 0 1770 0 0 12.723 9.999
20140725_202843 50 4 100 967561224 0 1749 0 1 12.723 9.921
20140725_202916 50 5 100 103765041 0 2267 0 0 16.060 12.699
20140725_202939 50 5 100 105731136 0 2178 0 0 16.167 12.682
20140725_202934 50 5 100 117661523 0 2306 0 0 16.272 12.885
20140725_202924 50 5 100 141246882 0 2208 0 0 16.251 12.745
20140725_202956 50 5 100 263688301 0 2272 0 0 16.226 12.761
20140725_202949 50 5 100 420477893 0 2288 0 0 16.233 12.792
20140725_203001 50 5 100 50746969 0 2299 0 0 16.311 12.792
20140725_203006 50 5 100 533657980 0 2237 0 0 16.375 12.636
20140725_202929 50 5 100 681028781 0 2275 0 0 16.411 12.854
20140725_202911 50 5 100 919028296 0 2305 0 0 15.974 12.746
20140725_202944 50 5 100 967561224 0 2350 0 0 16.167 12.699
20140725_203017 50 8 100 103765041 0 3603 0 0 28.042 20.421
20140725_203039 50 8 100 105731136 0 3664 0 0 31.392 20.702
20140725_203039 50 8 100 117661523 0 3595 0 0 29.082 20.967
20140725_203022 50 8 100 141246882 0 3573 0 0 26.681 20.67
20140725_203108 50 8 100 263688301 0 3665 0 0 26.958 20.794
20140725_203055 50 8 100 420477893 0 3588 0 0 27.830 20.499
20140725_203108 50 8 100 50746969 0 3545 0 0 28.702 20.498
20140725_203118 50 8 100 533657980 0 3654 0 0 26.234 20.498
20140725_203027 50 8 100 681028781 0 3640 0 0 27.105 20.717
20140725_203012 50 8 100 919028296 0 3601 0 0 26.212 20.467
20140725_203049 50 8 100 967561224 0 3525 0 0 27.037 20.623
20140725_203136 50 10 100 103765041 0 4521 0 0 32.817 25.865
20140725_203207 50 10 100 105731136 0 4569 0 0 39.929 26.162
20140725_203200 50 10 100 117661523 0 4451 0 0 36.924 26.038
20140725_203143 50 10 100 141246882 0 4473 0 0 35.597 26.114
20140725_203228 50 10 100 263688301 0 4534 0 0 40.870 25.724
20140725_203223 50 10 100 420477893 0 4448 0 0 35.394 25.771
20140725_203237 50 10 100 50746969 0 4371 0 0 37.855 25.677
20140725_203250 50 10 100 533657980 0 4494 0 0 32.384 25.475
20140725_203148 50 10 100 681028781 0 4510 0 0 33.980 26.021
20140725_203126 50 10 100 919028296 0 4501 0 0 33.365 25.833
20140725_203213 50 10 100 967561224 0 4423 0 0 37.650 26.099
20140725_214433 50 1 200 103765041 250 0 225 0 3.156 2.122
20140725_214502 50 1 200 105731136 230 0 209 0 3.132 2.09
20140725_214454 50 1 200 117661523 235 0 209 0 3.107 2.09
20140725_214440 50 1 200 141246882 231 0 215 0 3.160 2.106
20140725_214521 50 1 200 263688301 248 0 234 0 3.121 2.09
20140725_214514 50 1 200 420477893 233 0 216 0 3.120 2.075
20140725_214526 50 1 200 50746969 255 0 232 0 3.130 2.106
20140725_214531 50 1 200 533657980 271 0 244 0 3.115 2.09
20140725_214448 50 1 200 681028781 225 0 207 0 3.141 2.106
20140725_214426 50 1 200 919028296 257 0 238 0 3.154 2.106
20140725_214509 50 1 200 967561224 246 0 231 0 3.140 2.106
20140725_214543 50 2 200 103765041 0 444 0 0 5.810 4.227
20140725_214610 50 2 200 105731136 0 447 0 0 5.792 4.227
20140725_214603 50 2 200 117661523 1 456 2 0 5.802 4.212
20140725_214551 50 2 200 141246882 0 422 0 0 5.831 4.274
20140725_214627 50 2 200 263688301 1 430 2 0 5.839 4.274
20140725_214622 50 2 200 420477893 1 460 2 0 5.856 4.228
20140725_214632 50 2 200 50746969 0 462 0 0 5.833 4.259
20140725_214639 50 2 200 533657980 0 458 0 0 5.836 4.275
20140725_214556 50 2 200 681028781 0 422 0 0 5.817 4.274
20140725_214539 50 2 200 919028296 0 439 0 0 5.841 4.29
20140725_214617 50 2 200 967561224 0 421 0 0 5.830 4.243
20140725_214652 50 3 200 103765041 0 658 0 4 8.543 6.427
20140725_214712 50 3 200 105731136 0 656 0 2 8.537 6.442
20140725_214707 50 3 200 117661523 0 684 0 2 8.602 6.521
20140725_214657 50 3 200 141246882 0 649 0 1 8.577 6.474
20140725_214729 50 3 200 263688301 0 674 0 1 8.496 6.396
20140725_214724 50 3 200 420477893 0 695 0 1 8.549 6.489
20140725_214736 50 3 200 50746969 0 706 0 5 8.554 6.49
20140725_214741 50 3 200 533657980 0 656 0 0 8.610 6.521
20140725_214702 50 3 200 681028781 0 685 0 2 8.562 6.474
20140725_214647 50 3 200 919028296 0 725 0 2 8.584 6.49
20140725_214717 50 3 200 967561224 0 674 0 0 8.571 6.489
20140725_214752 50 4 200 103765041 0 858 0 0 11.207 8.611
20140725_214814 50 4 200 105731136 0 898 0 0 11.252 8.627
20140725_214809 50 4 200 117661523 0 922 0 0 11.337 8.658
20140725_214759 50 4 200 141246882 0 861 0 0 11.237 8.595
20140725_214833 50 4 200 263688301 0 856 0 0 11.263 8.627
20140725_214826 50 4 200 420477893 0 916 0 0 11.194 8.58
20140725_214838 50 4 200 50746969 0 914 0 0 11.243 8.642
20140725_214843 50 4 200 533657980 0 943 0 0 11.298 8.642
20140725_214804 50 4 200 681028781 0 887 0 0 11.204 8.564
20140725_214747 50 4 200 919028296 0 889 0 0 11.114 8.517
20140725_214819 50 4 200 967561224 0 869 0 0 11.214 8.58
20140725_214856 50 5 200 103765041 0 1108 0 0 14.116 10.858
20140725_214916 50 5 200 105731136 0 1113 0 0 14.187 10.92
20140725_214911 50 5 200 117661523 0 1132 0 0 14.224 11.014
20140725_214901 50 5 200 141246882 0 1116 0 0 14.267 10.967
20140725_214934 50 5 200 263688301 0 1139 0 0 14.386 11.045
20140725_214929 50 5 200 420477893 0 1171 0 0 14.244 10.951
20140725_214939 50 5 200 50746969 0 1135 0 0 14.314 11.013
20140725_214944 50 5 200 533657980 0 1092 0 0 14.379 11.029
20140725_214906 50 5 200 681028781 0 1124 0 0 14.238 10.951
20140725_214849 50 5 200 919028296 0 1203 0 0 14.165 11.014
20140725_214921 50 5 200 967561224 0 1172 0 0 14.235 10.967
20140725_214954 50 8 200 103765041 0 1813 0 0 22.968 17.55
20140725_215018 50 8 200 105731136 0 1802 0 0 23.115 17.503
20140725_215013 50 8 200 117661523 0 1801 0 0 23.057 17.582
20140725_215000 50 8 200 141246882 0 1817 0 0 23.277 17.581
20140725_215037 50 8 200 263688301 0 1824 0 0 23.718 17.675
20140725_215031 50 8 200 420477893 0 1842 0 0 23.761 17.675
20140725_215042 50 8 200 50746969 0 1792 0 0 23.149 17.503
20140725_215048 50 8 200 533657980 0 1814 0 0 24.144 17.768
20140725_215005 50 8 200 681028781 0 1813 0 0 23.192 17.644
20140725_214949 50 8 200 919028296 0 1777 0 0 22.826 17.409
20140725_215024 50 8 200 967561224 0 1763 0 0 23.212 17.628
20140725_215101 50 10 200 103765041 0 2272 0 0 30.429 22.402
20140725_215129 50 10 200 105731136 0 2258 0 0 35.526 22.371
20140725_215126 50 10 200 117661523 0 2268 0 0 31.044 22.339
20140725_215106 50 10 200 141246882 0 2244 0 0 30.018 22.418
20140725_215149 50 10 200 263688301 0 2277 0 0 33.709 22.136
20140725_215143 50 10 200 420477893 0 2278 0 0 30.645 22.417
20140725_215200 50 10 200 50746969 0 2243 0 0 31.245 22.059
20140725_215207 50 10 200 533657980 0 2272 0 0 27.944 21.903
20140725_215113 50 10 200 681028781 0 2298 0 0 29.833 22.323
20140725_215055 50 10 200 919028296 0 2271 0 0 29.843 22.168
20140725_215137 50 10 200 967561224 0 2207 0 0 29.639 22.168
20140725_221444 50 1 300 103765041 177 0 163 0 3.044 2.013
20140725_221511 50 1 300 105731136 146 0 134 0 3.012 1.966
20140725_221504 50 1 300 117661523 157 0 138 0 3.028 1.981
20140725_221450 50 1 300 141246882 156 0 142 0 3.040 2.012
20140725_221530 50 1 300 263688301 177 0 160 0 3.009 1.982
20140725_221525 50 1 300 420477893 154 0 144 0 3.038 1.997
20140725_221535 50 1 300 50746969 171 0 155 0 3.031 2.013
20140725_221542 50 1 300 533657980 182 0 173 0 3.041 1.996
20140725_221457 50 1 300 681028781 168 0 150 0 3.038 1.997
20140725_221437 50 1 300 919028296 187 0 172 0 3.050 1.997
20140725_221518 50 1 300 967561224 173 0 156 0 3.023 1.996
20140725_221555 50 2 300 103765041 0 287 0 0 5.609 4.056
20140725_221623 50 2 300 105731136 0 296 0 0 5.561 4.009
20140725_221616 50 2 300 117661523 0 305 0 0 5.598 4.041
20140725_221602 50 2 300 141246882 0 271 0 0 5.613 4.041
20140725_221640 50 2 300 263688301 0 289 0 0 5.597 4.04
20140725_221635 50 2 300 420477893 1 308 2 0 5.634 4.056
20140725_221647 50 2 300 50746969 0 324 0 0 5.619 4.071
20140725_221654 50 2 300 533657980 0 337 0 0 5.680 4.103
20140725_221609 50 2 300 681028781 0 286 0 0 5.574 4.025
20140725_221549 50 2 300 919028296 0 291 0 0 5.641 4.025
20140725_221630 50 2 300 967561224 0 280 0 0 5.610 4.04
20140725_221705 50 3 300 103765041 0 449 0 1 8.166 6.069
20140725_221731 50 3 300 105731136 0 439 0 0 8.228 6.131
20140725_221724 50 3 300 117661523 0 461 0 2 8.204 6.084
20140725_221712 50 3 300 141246882 0 440 0 0 8.155 6.053
20140725_221750 50 3 300 263688301 0 458 0 1 8.216 6.115
20140725_221743 50 3 300 420477893 0 475 0 1 8.163 6.1
20140725_221757 50 3 300 50746969 0 461 0 4 8.199 6.115
20140725_221805 50 3 300 533657980 0 444 0 2 8.207 6.069
20140725_221719 50 3 300 681028781 0 419 0 2 8.215 6.084
20140725_221700 50 3 300 919028296 0 472 0 0 8.234 6.146
20140725_221736 50 3 300 967561224 0 443 0 0 8.159 6.068
20140725_221817 50 4 300 103765041 0 570 0 0 10.791 8.174
20140725_221843 50 4 300 105731136 0 599 0 0 10.866 8.189
20140725_221836 50 4 300 117661523 0 628 0 0 10.731 8.128
20140725_221822 50 4 300 141246882 0 572 0 0 10.759 8.143
20140725_221900 50 4 300 263688301 0 550 0 0 10.681 8.05
20140725_221853 50 4 300 420477893 0 603 0 0 10.762 8.112
20140725_221908 50 4 300 50746969 0 635 0 0 10.734 8.112
20140725_221913 50 4 300 533657980 0 618 0 0 10.742 8.096
20140725_221829 50 4 300 681028781 0 597 0 0 10.736 8.112
20140725_221812 50 4 300 919028296 0 584 0 0 10.803 8.127
20140725_221848 50 4 300 967561224 0 574 0 0 10.765 8.174
20140725_221925 50 5 300 103765041 0 716 0 0 13.604 10.405
20140725_221945 50 5 300 105731136 0 729 0 0 13.695 10.421
20140725_221940 50 5 300 117661523 0 745 0 0 13.716 10.452
20140725_221930 50 5 300 141246882 0 734 0 0 13.603 10.311
20140725_222003 50 5 300 263688301 0 739 0 0 13.581 10.406
20140725_221956 50 5 300 420477893 0 776 0 0 13.604 10.421
20140725_222010 50 5 300 50746969 0 775 0 0 13.505 10.312
20140725_222017 50 5 300 533657980 0 719 0 0 13.622 10.452
20140725_221935 50 5 300 681028781 0 766 0 0 13.676 10.468
20140725_221920 50 5 300 919028296 0 809 0 0 13.545 10.312
20140725_221951 50 5 300 967561224 0 761 0 0 13.679 10.389
20140725_222030 50 8 300 103765041 0 1199 0 0 21.535 16.63
20140725_222055 50 8 300 105731136 0 1203 0 0 22.629 16.723
20140725_222049 50 8 300 117661523 0 1220 0 0 22.438 16.692
20140725_222036 50 8 300 141246882 0 1198 0 0 22.375 16.63
20140725_222112 50 8 300 263688301 0 1189 0 0 22.220 16.724
20140725_222107 50 8 300 420477893 0 1230 0 0 22.527 16.63
20140725_222118 50 8 300 50746969 0 1183 0 0 22.154 16.598
20140725_222123 50 8 300 533657980 0 1233 0 0 22.582 16.786
20140725_222044 50 8 300 681028781 0 1181 0 0 22.413 16.645
20140725_222024 50 8 300 919028296 0 1176 0 0 21.359 16.504
20140725_222100 50 8 300 967561224 0 1168 0 0 22.384 16.535
20140725_222135 50 10 300 103765041 0 1512 0 0 31.915 21.184
20140725_222159 50 10 300 105731136 0 1502 0 0 31.880 21.231
20140725_222159 50 10 300 117661523 0 1483 0 0 28.734 20.935
20140725_222141 50 10 300 141246882 0 1510 0 0 27.967 21.013
20140725_222228 50 10 300 263688301 0 1516 0 0 27.122 20.998
20140725_222215 50 10 300 420477893 0 1524 0 0 28.224 21.2
20140725_222230 50 10 300 50746969 0 1492 0 0 30.170 21.107
20140725_222237 50 10 300 533657980 0 1529 0 0 27.056 20.701
20140725_222146 50 10 300 681028781 0 1518 0 0 29.013 21.091
20140725_222130 50 10 300 919028296 0 1476 0 0 28.114 21.231
20140725_222209 50 10 300 967561224 0 1475 0 0 27.998 20.998
20140725_231740 50 1 500 103765041 110 0 104 0 2.949 1.903
20140725_231807 50 1 500 105731136 77 0 69 0 2.927 1.888
20140725_231800 50 1 500 117661523 96 0 91 0 2.942 1.903
20140725_231748 50 1 500 141246882 105 0 94 0 2.942 1.918
20140725_231828 50 1 500 263688301 112 0 103 0 2.956 1.935
20140725_231821 50 1 500 420477893 100 0 88 0 2.948 1.918
20140725_231835 50 1 500 50746969 105 0 100 0 2.942 1.919
20140725_231842 50 1 500 533657980 116 0 107 0 2.938 1.888
20140725_231753 50 1 500 681028781 98 0 87 0 2.946 1.919
20140725_231733 50 1 500 919028296 118 0 104 0 2.961 1.903
20140725_231814 50 1 500 967561224 95 0 84 0 2.945 1.919
20140725_231855 50 2 500 103765041 0 180 0 0 5.421 3.853
20140725_231919 50 2 500 105731136 0 176 0 0 5.406 3.838
20140725_231914 50 2 500 117661523 0 177 0 0 5.412 3.853
20140725_231902 50 2 500 141246882 0 157 0 0 5.402 3.837
20140725_231938 50 2 500 263688301 0 171 0 0 5.401 3.853
20140725_231933 50 2 500 420477893 1 179 2 0 5.440 3.853
20140725_231945 50 2 500 50746969 0 182 0 0 5.398 3.806
20140725_231952 50 2 500 533657980 0 201 0 0 5.460 3.9
20140725_231909 50 2 500 681028781 0 169 0 0 5.447 3.884
20140725_231849 50 2 500 919028296 0 189 0 0 5.470 3.916
20140725_231926 50 2 500 967561224 0 187 0 0 5.405 3.853
20140725_232005 50 3 500 103765041 0 279 0 0 8.224 5.975
20140725_232027 50 3 500 105731136 0 263 0 1 7.947 5.835
20140725_232022 50 3 500 117661523 0 264 0 1 7.957 5.896
20140725_232012 50 3 500 141246882 0 264 0 0 7.964 5.835
20140725_232045 50 3 500 263688301 0 278 0 0 7.903 5.818
20140725_232037 50 3 500 420477893 0 263 0 0 7.905 5.835
20140725_232051 50 3 500 50746969 0 281 0 2 7.942 5.881
20140725_232059 50 3 500 533657980 0 293 0 1 7.918 5.85
20140725_232017 50 3 500 681028781 0 250 0 1 7.963 5.834
20140725_232000 50 3 500 919028296 0 275 0 0 8.007 5.85
20140725_232032 50 3 500 967561224 0 280 0 0 7.935 5.865
20140725_232111 50 4 500 103765041 0 339 0 0 10.376 7.676
20140725_232137 50 4 500 105731136 0 354 0 0 10.390 7.754
20140725_232132 50 4 500 117661523 0 375 0 0 10.434 7.8
20140725_232118 50 4 500 141246882 0 340 0 0 10.392 7.753
20140725_232154 50 4 500 263688301 0 343 0 0 10.385 7.753
20140725_232150 50 4 500 420477893 0 372 0 0 10.417 7.784
20140725_232202 50 4 500 50746969 0 375 0 0 10.387 7.754
20140725_232207 50 4 500 533657980 0 384 0 0 10.401 7.768
20140725_232125 50 4 500 681028781 0 336 0 0 10.445 7.784
20140725_232104 50 4 500 919028296 0 354 0 0 10.346 7.722
20140725_232144 50 4 500 967561224 0 340 0 0 10.410 7.738
