23.853	22.745	
24.302	22.947	
24.409	22.823	
23.975	22.87	
24.482	22.979	
24.196	22.885	
24.515	22.963	
24.316	23.01	
24.277	22.761	
23.806	22.901	
24.567	22.854	
60.248	57.658	
62.581	57.643	
71.57	57.737	
68.72	57.892	
60.766	57.766	
61.209	57.813	
60.779	57.891	
60.373	58.11	
59.614	57.674	
65.962	57.908	
59.913	57.471	
101.707	98.14	
102.596	98.468	
108.608	98.343	
102.251	98.343	
109.281	98.484	
102.801	98.796	
107.315	97.391	
122.294	97.703	
103.183	98.217	
105.353	98.499	
102.706	98.983	
199.943	134.566	
200.698	135.066	
148.955	134.879	
143.202	134.582	
194.193	134.987	
143.673	134.41	
149.141	135.674	
164.294	136.267	
196.152	138.544	
178.388	134.505	
160.284	135.596	
279.767	172.147	
330.051	173.8	
184.104	172.288	
184.9	172.115	
187.146	172.116	
291.715	173.363	
247.784	176.017	
272.812	172.132	
296.992	171.523	
248.607	172.708	
189.14	174.174	
312.234	286.838	
320.2	287.977	
604.739	283.017	
632.451	283.578	
324.67	286.714	
326.137	287.214	
298.614	280.88	
296.263	281.145	
304.178	287.104	
642.557	282.424	
456.271	282.517	
691.902	366.337	
666.872	366.244	
402.909	363.451	
763.976	362.842	
458.916	362.312	
461.257	369.005	
439.19	359.238	
419.052	362.733	
543.433	361.766	
747.777	364.481	
427.785	364.761	
17.118	16.131	
17.211	16.255	
17.356	16.27	
17.175	16.271	
17.516	16.146	
17.354	16.177	
17.572	16.271	
17.299	16.193	
17.299	16.192	
16.958	16.115	
17.307	16.146	
42.544	40.435	
42.532	40.498	
42.438	40.435	
41.799	40.124	
42.186	40.295	
42.647	40.576	
42.4	40.483	
42.255	40.467	
42.307	40.42	
41.925	40.295	
42.578	40.513	
67.69	65.068	
67.459	65.084	
67.844	65.099	
67.472	65.115	
67.905	65.178	
67.269	65.053	
68.2	64.896	
67.956	65.271	
67.665	65.271	
67.284	64.771	
68.038	65.115	
92.444	88.53	
92.591	88.373	
91.186	88.093	
92.909	88.733	
93.607	88.67	
91.055	88.062	
95.945	88.764	
103.246	89.155	
91.917	88.28	
92.723	88.905	
92.606	88.421	
133.624	111.275	
121.507	111.368	
139.002	111.603	
123.201	110.667	
173.485	111.993	
121.159	110.902	
118.727	111.463	
124.632	111.494	
149.123	111.15	
116.573	111.416	
147.341	111.728	
192.615	178.606	
265.539	181.866	
193.439	179.184	
277.04	179.744	
193.181	180.15	
292.673	180.695	
320.253	179.588	
186.7	179.573	
283.07	181.819	
287.368	179.307	
207.128	180.851	
257.234	227.402	
387.227	228.822	
255.711	225.608	
314.076	230.554	
239.809	227.636	
333.913	227.948	
239.414	226.061	
235.154	225.406	
257.384	227.823	
354.787	226.622	
248.503	226.592	
11.502	10.701	
11.709	10.64	
11.813	10.686	
11.612	10.608	
11.609	10.701	
11.555	10.686	
11.502	10.655	
11.538	10.639	
11.912	10.623	
11.572	10.686	
11.411	10.639	
27.013	25.6	
27.311	25.536	
27.145	25.413	
27.251	25.554	
27.266	25.366	
27.758	25.615	
27.482	25.569	
27.195	25.678	
27.174	25.46	
26.679	25.333	
27.369	25.474	
41.888	39.609	
42.17	39.594	
42.355	39.687	
42.214	39.702	
43.78	39.905	
42.146	39.718	
42.937	39.701	
47.108	39.904	
42.141	39.827	
42.104	39.656	
42.308	39.796	
65.656	53.649	
65.383	53.556	
66.571	53.43	
59.307	53.368	
57.393	54.023	
58.325	53.805	
57.381	53.851	
56.392	53.741	
59.184	53.836	
57.955	53.431	
62.876	53.696	
71.754	67.439	
77.755	67.783	
78.33	67.736	
73.15	67.517	
78.155	67.362	
75.349	67.579	
69.716	66.987	
68.042	65.785	
72.188	67.766	
72.937	68.032	
75.81	67.97	
114.692	108.404	
140.442	108.25	
121.444	108.14	
152.751	108.67	
140.832	108.732	
115.82	108.577	
119.454	107.999	
132.954	106.767	
115.418	108.562	
144.177	108.093	
139.543	109.138	
6.984	6.131	
6.932	6.1	
6.951	6.178	
6.948	6.099	
6.932	6.084	
6.944	6.146	
6.947	6.147	
6.985	6.178	
6.965	6.147	
7.087	6.146	
6.924	6.116	
15.045	13.884	
15.155	13.869	
15.28	13.931	
15.191	13.837	
15.264	13.947	
15.178	13.868	
15.396	13.977	
15.383	13.978	
15.36	14.04	
14.954	13.758	
15.221	13.838	
23.416	21.325	
23.804	21.435	
24.056	21.481	
23.858	21.295	
23.36	21.262	
23.601	21.324	
23.339	21.388	
23.34	21.293	
23.948	21.497	
23.532	21.216	
23.802	21.216	
31.168	28.61	
31.342	28.439	
31.219	28.407	
31.118	28.236	
31.287	28.485	
31.595	28.673	
31.752	28.611	
31.232	28.533	
31.475	28.501	
31.116	28.392	
30.957	28.392	
39.415	35.803	
39.33	36.287	
39.447	36.082	
39.375	35.942	
38.973	36.083	
39.171	36.083	
38.841	36.099	
38.498	35.943	
39.747	36.052	
40.003	36.177	
39.417	36.13	
7.494	5.226	
7.788	5.351	
8.083	5.803	
7.22	5.053	
8.377	5.71	
9.026	6.474	
7.507	5.381	
7.246	5.086	
7.916	5.616	
7.118	4.946	
7.071	5.023	
17.267	13.962	
16.834	13.213	
17.872	14.212	
18.592	14.602	
18.205	14.399	
18.268	14.68	
16.204	12.652	
15.449	12.293	
18.523	14.664	
15.899	12.808	
18.265	14.633	
27.843	22.885	
33.409	27.114	
33.558	25.694	
31.22	24.788	
27.898	22.572	
31.49	25.163	
27.956	22.494	
28.777	23.087	
30.631	24.242	
25.633	21.325	
30.625	24.773	
45.237	36.27	
42.999	35.304	
44.516	35.506	
44.735	36.005	
40.932	33.665	
42.17	33.945	
41.853	33.478	
42.875	34.679	
44.692	34.757	
41.238	33.868	
43.934	34.913	
52.597	43.478	
60.263	48.048	
55.509	43.976	
54.719	44.492	
56.427	44.647	
55.595	45.194	
60.797	45.021	
57.132	43.804	
53.693	43.617	
56.234	45.178	
60.852	46.785	
95.998	76.004	
105.921	72.431	
116.172	77.189	
101.736	71.869	
102.223	72.025	
101.467	73.976	
91.733	72.556	
109.988	76.612	
112.655	80.153	
84.213	70.871	
92.34	72.151	
118.408	91.885	
148.538	104.145	
129.467	93.975	
160.294	101.354	
112.775	89.966	
125.515	95.161	
109.004	86.097	
91.21	76.161	
142.942	94.146	
122.109	99.264	
136.24	96.471	
6.709	4.431	
6.439	4.212	
5.926	3.712	
6.28	4.244	
5.702	3.807	
6.079	3.9	
5.916	3.962	
5.941	3.837	
5.957	3.916	
6.209	3.963	
6.395	4.243	
13.299	10.312	
13.319	10.374	
11.5	8.502	
13.365	10.562	
11.905	8.861	
13.284	9.781	
11.956	9.063	
11.55	8.596	
12.967	9.563	
11.126	8.361	
13.682	10.67	
22.495	18.533	
24.802	19.75	
26.135	20.748	
23.249	18.003	
22.181	17.566	
24.464	18.439	
22.131	17.55	
21.995	17.41	
24.041	17.722	
21.447	17.441	
25.318	19.407	
31.145	25.46	
33.116	26.334	
33.858	27.096	
32.569	25.864	
33.162	26.083	
34.805	26.8	
31.366	24.788	
32.735	24.882	
34.291	26.411	
31.225	25.396	
37.058	28.751	
44.787	36.036	
45.355	35.834	
51.636	35.163	
46.217	36.489	
44.459	34.008	
47.656	37.207	
35.06	28.064	
