33.568	26.582	
46.131	33.821	
43.273	33.603	
45.553	34.788	
3.186	2.355	
3.081	2.34	
3.083	2.34	
3.086	2.34	
3.067	2.325	
3.103	2.356	
3.092	2.356	
3.157	2.418	
3.082	2.355	
3.228	2.433	
3.095	2.356	
6.072	4.945	
6.039	4.914	
6.108	4.899	
6.097	4.93	
6.046	4.913	
6.055	4.929	
6.053	4.945	
6.087	4.945	
6.054	4.898	
6.047	4.914	
6.017	4.898	
8.908	7.378	
8.944	7.441	
8.961	7.472	
8.979	7.441	
8.988	7.441	
8.946	7.41	
8.955	7.441	
9.058	7.409	
8.981	7.41	
8.959	7.426	
8.968	7.472	
11.901	9.937	
12.054	9.984	
11.954	9.921	
11.997	9.954	
11.995	9.937	
11.891	9.828	
11.942	9.983	
11.965	9.968	
11.904	9.968	
11.793	9.906	
12.012	9.921	
15.065	12.62	
15.168	12.698	
15.273	12.824	
15.176	12.73	
15.15	12.683	
15.163	12.714	
14.973	12.542	
14.91	12.542	
15.213	12.652	
15.052	12.558	
15.23	12.667	
2.594	1.857	
2.606	1.84	
2.604	1.81	
2.603	1.857	
2.604	1.856	
2.617	1.857	
2.597	1.857	
2.591	1.856	
2.581	1.856	
2.637	1.872	
2.6	1.857	
4.951	3.822	
4.929	3.807	
4.955	3.838	
4.893	3.791	
4.916	3.791	
4.978	3.838	
4.969	3.838	
4.967	3.853	
4.945	3.838	
4.953	3.838	
4.962	3.838	
7.428	5.756	
7.273	5.725	
7.295	5.772	
7.292	5.773	
7.253	5.74	
7.277	5.772	
7.289	5.757	
7.323	5.834	
7.274	5.772	
7.342	5.834	
7.323	5.819	
9.594	7.691	
9.509	7.644	
9.518	7.566	
9.581	7.629	
9.582	7.676	
9.535	7.629	
9.53	7.628	
9.633	7.691	
9.537	7.629	
9.62	7.675	
9.563	7.66	
12.084	9.766	
12.147	9.75	
12.174	9.874	
12.122	9.75	
12.201	9.781	
12.208	9.828	
12.113	9.75	
12.051	9.672	
12.156	9.797	
12.042	9.75	
12.211	9.875	
4.905	2.543	
4.445	2.216	
4.184	2.013	
4.531	2.044	
4.276	2.091	
4.556	2.34	
4.147	2.075	
4.267	2.091	
4.45	2.168	
4.183	2.075	
4.408	2.075	
7.534	4.555	
7.084	4.29	
7.313	4.398	
7.025	4.29	
7.983	4.867	
7.93	4.945	
7.434	4.524	
7.189	4.228	
7.476	4.664	
7.214	4.431	
7.505	4.431	
9.607	6.334	
10.177	6.879	
10.375	7.082	
11.841	8.253	
11.531	7.785	
10.066	6.645	
11.724	8.267	
11.194	7.192	
11.328	7.488	
10.121	6.739	
10.107	6.942	
13.255	9.173	
15.393	11.263	
13.592	9.563	
13.579	9.532	
14.322	10.171	
15.265	10.374	
14.169	10.217	
13.25	9.142	
14.05	9.907	
12.93	8.799	
15.494	11.451	
18.348	13.65	
20.506	14.476	
20.827	14.961	
19.993	14.992	
22.517	16.255	
21.767	15.787	
21.209	14.414	
19.212	12.994	
20.946	15.225	
17.009	12.09	
21.306	15.398	
4.03	1.95	
4.214	2.075	
4.058	1.934	
3.864	1.919	
3.956	1.934	
4.39	2.199	
3.953	1.935	
4.198	2.013	
3.991	1.966	
3.986	1.95	
3.914	1.934	
7.235	4.571	
7.058	4.337	
6.861	3.963	
7.376	4.617	
6.516	3.854	
6.608	3.932	
6.556	3.978	
6.677	4.072	
7.322	4.244	
6.48	3.994	
6.773	4.134	
10.972	7.02	
10.198	6.724	
10.526	7.254	
10.255	6.755	
10.665	7.425	
10.485	7.192	
9.972	6.443	
9.437	5.975	
10.566	7.083	
9.27	6.052	
9.654	6.412	
14.159	9.781	
12.899	8.924	
12.786	8.658	
14.147	9.891	
14.593	10.358	
13.482	9.563	
14.838	9.953	
13.135	8.595	
14.029	9.344	
11.967	8.299	
12.611	8.705	
15.851	11.264	
19.078	12.558	
20.336	14.274	
19.758	14.446	
21.422	15.288	
21.033	15.709	
20.397	13.229	
15.857	10.764	
19.922	15.24	
15.703	11.216	
21.052	15.382	
2.203	1.466	
2.175	1.436	
2.185	1.436	
2.19	1.451	
2.192	1.451	
2.19	1.451	
2.192	1.435	
2.194	1.451	
2.2	1.467	
2.209	1.451	
2.177	1.435	
4.052	2.932	
4.039	2.918	
4.044	2.933	
4.041	2.933	
4.044	2.948	
4.1	2.98	
4.066	2.948	
4.084	2.964	
4.048	2.933	
4.042	2.917	
4.047	2.932	
6.031	4.462	
5.906	4.399	
5.957	4.477	
6.044	4.462	
5.924	4.415	
5.974	4.431	
5.885	4.384	
5.926	4.414	
5.914	4.415	
5.959	4.462	
5.939	4.446	
7.787	5.959	
7.785	5.913	
7.741	5.881	
7.792	5.896	
7.751	5.897	
7.916	5.928	
7.818	5.882	
7.781	5.896	
7.735	5.881	
7.749	5.865	
7.769	5.928	
9.717	7.503	
9.815	7.55	
9.712	7.488	
9.778	7.504	
9.949	7.457	
10.015	7.613	
9.916	7.519	
9.726	7.504	
9.702	7.473	
9.767	7.52	
10.057	7.644	
2.136	1.388	
2.132	1.389	
2.138	1.404	
2.156	1.404	
2.149	1.404	
2.123	1.388	
2.136	1.388	
2.133	1.404	
2.137	1.404	
2.158	1.42	
2.146	1.404	
3.928	2.824	
3.917	2.808	
3.929	2.824	
3.906	2.808	
3.932	2.808	
3.939	2.808	
3.92	2.808	
3.968	2.855	
3.947	2.84	
3.935	2.808	
3.924	2.824	
5.744	4.243	
5.756	4.243	
5.817	4.259	
5.716	4.228	
5.835	4.322	
5.763	4.275	
5.864	4.274	
5.919	4.259	
5.773	4.258	
5.777	4.274	
5.764	4.275	
7.616	5.663	
7.511	5.678	
7.545	5.663	
7.488	5.616	
7.524	5.663	
7.513	5.678	
7.487	5.632	
7.528	5.663	
7.553	5.679	
7.673	5.725	
7.498	5.647	
9.435	7.192	
9.446	7.254	
9.532	7.192	
9.435	7.176	
9.565	7.239	
9.497	7.191	
9.539	7.254	
9.544	7.27	
9.418	7.176	
9.487	7.207	
9.499	7.238	
		
40368.872	31267.822	secs
672.8145333	521.1303667	mins
11.21357556	8.685506111	hrs
