file	type	total	code	comment	blank	short
/home/landau/working/PreservationSimulation/shelf/audit2.py	python	1054	405	562	86	1
/home/landau/working/PreservationSimulation/shelf/bottle.py	python	3771	2379	807	584	1
/home/landau/working/PreservationSimulation/shelf/broker2.py	python	677	291	291	92	3
/home/landau/working/PreservationSimulation/shelf/broker3.py	python	591	288	219	81	3
/home/landau/working/PreservationSimulation/shelf/brokercli.py	python	308	210	22	42	34
/home/landau/working/PreservationSimulation/shelf/brokerformat.py	python	135	67	57	11	0
/home/landau/working/PreservationSimulation/shelf/brokergetcores.py	python	72	32	25	15	0
/home/landau/working/PreservationSimulation/shelf/brokergroupform.py	python	90	30	35	25	0
/home/landau/working/PreservationSimulation/shelf/brokergroupform_main.py	python	297	108	149	38	2
/home/landau/working/PreservationSimulation/shelf/brokergroupform_setup.py	python	116	59	34	22	1
/home/landau/working/PreservationSimulation/shelf/brokergroup_makeform.py	python	74	42	20	10	2
/home/landau/working/PreservationSimulation/shelf/catchex.py	python	40	19	17	4	0
/home/landau/working/PreservationSimulation/shelf/client2.py	python	246	134	90	22	0
/home/landau/working/PreservationSimulation/shelf/cliparse.py	python	292	168	50	42	32
/home/landau/working/PreservationSimulation/shelf/collection.py	python	223	141	59	23	0
/home/landau/working/PreservationSimulation/shelf/command.py	python	155	74	56	25	0
/home/landau/working/PreservationSimulation/shelf/cworkers.py	python	479	194	224	59	2
/home/landau/working/PreservationSimulation/shelf/datacleanup.py	python	238	127	69	34	8
/home/landau/working/PreservationSimulation/shelf/dbclearcollection.py	python	87	41	28	15	3
/home/landau/working/PreservationSimulation/shelf/dbdeletedatabase.py	python	81	33	32	14	2
/home/landau/working/PreservationSimulation/shelf/dbdumpcollection.py	python	94	40	35	16	3
/home/landau/working/PreservationSimulation/shelf/dbdumpdonekeys.py	python	114	56	39	16	3
/home/landau/working/PreservationSimulation/shelf/dblistcollections.py	python	83	35	32	14	2
/home/landau/working/PreservationSimulation/shelf/dblistdatabases.py	python	21	7	12	2	0
/home/landau/working/PreservationSimulation/shelf/doccopy.py	python	74	44	14	16	0
/home/landau/working/PreservationSimulation/shelf/document.py	python	226	129	72	24	1
/home/landau/working/PreservationSimulation/shelf/dumpparams.py	python	131	78	36	17	0
/home/landau/working/PreservationSimulation/shelf/dumpuse.py	python	157	114	25	18	0
/home/landau/working/PreservationSimulation/shelf/extractcpuinfo.py	python	79	47	19	13	0
/home/landau/working/PreservationSimulation/shelf/extractvalues2.py	python	399	168	181	45	5
/home/landau/working/PreservationSimulation/shelf/fib.py	python	17	11	2	4	0
/home/landau/working/PreservationSimulation/shelf/fib.rr.py	python	17	11	2	4	0
/home/landau/working/PreservationSimulation/shelf/getcliargs.py	python	236	127	74	35	0
/home/landau/working/PreservationSimulation/shelf/getparams.py	python	122	59	45	18	0
/home/landau/working/PreservationSimulation/shelf/globaldata.py	python	235	112	83	32	8
/home/landau/working/PreservationSimulation/shelf/lifetime.py	python	352	199	127	26	0
/home/landau/working/PreservationSimulation/shelf/logoutput.py	python	114	47	53	14	0
/home/landau/working/PreservationSimulation/shelf/main.py	python	425	87	305	33	0
/home/landau/working/PreservationSimulation/shelf/mainsimform.py	python	229	120	79	29	1
/home/landau/working/PreservationSimulation/shelf/makethings.py	python	88	56	21	11	0
/home/landau/working/PreservationSimulation/shelf/mongolib.py	python	216	85	106	25	0
/home/landau/working/PreservationSimulation/shelf/monkeypatch.py	python	6	1	3	2	0
/home/landau/working/PreservationSimulation/shelf/narrowfile.py	python	135	73	37	22	3
/home/landau/working/PreservationSimulation/shelf/newbroker3.py	python	691	374	226	85	6
/home/landau/working/PreservationSimulation/shelf/newbroker5/cworkers.py	python	466	188	216	60	2
/home/landau/working/PreservationSimulation/shelf/newbroker5/NewTrace17py6.py	python	583	201	334	48	0
/home/landau/working/PreservationSimulation/shelf/newbroker5/NewTraceFac.py	python	526	194	305	27	0
/home/landau/working/PreservationSimulation/shelf/NewTrace17py6_exp.py	python	583	201	334	48	0
/home/landau/working/PreservationSimulation/shelf/NewTraceFac.py	python	583	201	334	48	0
/home/landau/working/PreservationSimulation/shelf/readin.py	python	121	74	33	14	0
/home/landau/working/PreservationSimulation/shelf/searchdatabasemongo.py	python	137	86	30	21	0
/home/landau/working/PreservationSimulation/shelf/searchspace.py	python	417	167	212	36	2
/home/landau/working/PreservationSimulation/shelf/server.py	python	508	254	187	66	1
/home/landau/working/PreservationSimulation/shelf/shelf.py	python	518	337	139	42	0
/home/landau/working/PreservationSimulation/shelf/shock.py	python	447	200	213	34	0
/home/landau/working/PreservationSimulation/shelf/simpypatch1.py	python	44	19	16	9	0
/home/landau/working/PreservationSimulation/shelf/util.py	python	315	103	158	53	1
/home/landau/working/PreservationSimulation/shelf/views/d5.py	python	37	24	3	6	4
/home/landau/working/PreservationSimulation/shelf/views/t8.py	python	42	29	2	9	2
/home/landau/working/PreservationSimulation/shelf/__init__.py	python	1	0	1	0	0
/home/landau/working/PreservationSimulation/shelf/bottle.py.py2	python	3763	2371	807	584	1
/home/landau/working/PreservationSimulation/shelf/AWS_shelf_installscript.sh	sh/perl/r	391	245	126	20	0
/home/landau/working/PreservationSimulation/shelf/brokercommandlog_disable.sh	sh/perl/r	35	19	11	5	0
/home/landau/working/PreservationSimulation/shelf/brokercommandlog_enable.sh	sh/perl/r	35	20	10	5	0
