family specific logfilename docsize berid copies lost
../q1 v3d50 logb0020/c08b0020s103765041.log:20140715_233321 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s105731136.log:20140715_233457 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s117661523.log:20140715_233501 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s141246882.log:20140715_233343 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s263688301.log:20140715_233614 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s420477893.log:20140715_233529 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s50746969.log:20140715_233640 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s533657980.log:20140715_233707 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s681028781.log:20140715_233426 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s919028296.log:20140715_233308 50 0020 08 0
../q1 v3d50 logb0020/c08b0020s967561224.log:20140715_233519 50 0020 08 0
../q1 v3d50 logb0020/c10b0020s103765041.log:20140715_233808 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s105731136.log:20140715_234010 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s117661523.log:20140715_233940 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s141246882.log:20140715_233856 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s263688301.log:20140715_234138 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s420477893.log:20140715_234056 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s50746969.log:20140715_234139 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s533657980.log:20140715_234156 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s681028781.log:20140715_233903 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s919028296.log:20140715_233735 50 0020 10 0
../q1 v3d50 logb0020/c10b0020s967561224.log:20140715_234023 50 0020 10 0
../q1 v3d50 logb0030/c01b0030s103765041.log:20140716_012709 50 0030 01 1544
../q1 v3d50 logb0030/c01b0030s105731136.log:20140716_012736 50 0030 01 1511
../q1 v3d50 logb0030/c01b0030s117661523.log:20140716_012724 50 0030 01 1546
../q1 v3d50 logb0030/c01b0030s141246882.log:20140716_012711 50 0030 01 1520
../q1 v3d50 logb0030/c01b0030s263688301.log:20140716_012748 50 0030 01 1559
../q1 v3d50 logb0030/c01b0030s420477893.log:20140716_012743 50 0030 01 1570
../q1 v3d50 logb0030/c01b0030s50746969.log:20140716_012757 50 0030 01 1577
../q1 v3d50 logb0030/c01b0030s533657980.log:20140716_012803 50 0030 01 1498
../q1 v3d50 logb0030/c01b0030s681028781.log:20140716_012717 50 0030 01 1544
../q1 v3d50 logb0030/c01b0030s919028296.log:20140716_012656 50 0030 01 1578
../q1 v3d50 logb0030/c01b0030s967561224.log:20140716_012739 50 0030 01 1597
../q1 v3d50 logb0030/c02b0030s103765041.log:20140716_012833 50 0030 02 24
../q1 v3d50 logb0030/c02b0030s105731136.log:20140716_012901 50 0030 02 22
../q1 v3d50 logb0030/c02b0030s117661523.log:20140716_012849 50 0030 02 25
../q1 v3d50 logb0030/c02b0030s141246882.log:20140716_012836 50 0030 02 30
../q1 v3d50 logb0030/c02b0030s263688301.log:20140716_012917 50 0030 02 24
../q1 v3d50 logb0030/c02b0030s420477893.log:20140716_012910 50 0030 02 30
../q1 v3d50 logb0030/c02b0030s50746969.log:20140716_012926 50 0030 02 28
../q1 v3d50 logb0030/c02b0030s533657980.log:20140716_012931 50 0030 02 22
../q1 v3d50 logb0030/c02b0030s681028781.log:20140716_012842 50 0030 02 28
../q1 v3d50 logb0030/c02b0030s919028296.log:20140716_012819 50 0030 02 21
../q1 v3d50 logb0030/c02b0030s967561224.log:20140716_012904 50 0030 02 22
../q1 v3d50 logb0030/c03b0030s103765041.log:20140716_013001 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s105731136.log:20140716_013031 50 0030 03 1
../q1 v3d50 logb0030/c03b0030s117661523.log:20140716_013029 50 0030 03 1
../q1 v3d50 logb0030/c03b0030s141246882.log:20140716_013006 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s263688301.log:20140716_013053 50 0030 03 1
../q1 v3d50 logb0030/c03b0030s420477893.log:20140716_013042 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s50746969.log:20140716_013100 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s533657980.log:20140716_013104 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s681028781.log:20140716_013015 50 0030 03 1
../q1 v3d50 logb0030/c03b0030s919028296.log:20140716_012957 50 0030 03 0
../q1 v3d50 logb0030/c03b0030s967561224.log:20140716_013036 50 0030 03 1
../q1 v3d50 logb0030/c04b0030s103765041.log:20140716_013131 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s105731136.log:20140716_013207 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s117661523.log:20140716_013205 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s141246882.log:20140716_013138 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s263688301.log:20140716_013239 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s420477893.log:20140716_013224 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s50746969.log:20140716_013240 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s533657980.log:20140716_013301 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s681028781.log:20140716_013148 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s919028296.log:20140716_013127 50 0030 04 0
../q1 v3d50 logb0030/c04b0030s967561224.log:20140716_013222 50 0030 04 0
../q1 v3d50 logb0030/c05b0030s103765041.log:20140716_013329 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s105731136.log:20140716_013422 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s117661523.log:20140716_013400 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s141246882.log:20140716_013333 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s263688301.log:20140716_013442 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s420477893.log:20140716_013437 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s50746969.log:20140716_013457 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s533657980.log:20140716_013500 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s681028781.log:20140716_013348 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s919028296.log:20140716_013316 50 0030 05 0
../q1 v3d50 logb0030/c05b0030s967561224.log:20140716_013425 50 0030 05 0
../q1 v3d50 logb0050/c01b0050s103765041.log:20140716_105258 50 0050 01 910
../q1 v3d50 logb0050/c01b0050s105731136.log:20140716_105322 50 0050 01 937
../q1 v3d50 logb0050/c01b0050s117661523.log:20140716_105315 50 0050 01 946
../q1 v3d50 logb0050/c01b0050s141246882.log:20140716_105305 50 0050 01 936
../q1 v3d50 logb0050/c01b0050s263688301.log:20140716_105344 50 0050 01 957
../q1 v3d50 logb0050/c01b0050s420477893.log:20140716_105336 50 0050 01 994
../q1 v3d50 logb0050/c01b0050s50746969.log:20140716_105349 50 0050 01 959
../q1 v3d50 logb0050/c01b0050s533657980.log:20140716_105356 50 0050 01 912
../q1 v3d50 logb0050/c01b0050s681028781.log:20140716_105310 50 0050 01 939
../q1 v3d50 logb0050/c01b0050s919028296.log:20140716_105251 50 0050 01 1018
../q1 v3d50 logb0050/c01b0050s967561224.log:20140716_105330 50 0050 01 973
../q1 v3d50 logb0050/c02b0050s103765041.log:20140716_105414 50 0050 02 9
../q1 v3d50 logb0050/c02b0050s105731136.log:20140716_105436 50 0050 02 8
../q1 v3d50 logb0050/c02b0050s117661523.log:20140716_105431 50 0050 02 15
../q1 v3d50 logb0050/c02b0050s141246882.log:20140716_105421 50 0050 02 17
../q1 v3d50 logb0050/c02b0050s263688301.log:20140716_105453 50 0050 02 8
../q1 v3d50 logb0050/c02b0050s420477893.log:20140716_105448 50 0050 02 8
../q1 v3d50 logb0050/c02b0050s50746969.log:20140716_105500 50 0050 02 6
../q1 v3d50 logb0050/c02b0050s533657980.log:20140716_105505 50 0050 02 4
../q1 v3d50 logb0050/c02b0050s681028781.log:20140716_105426 50 0050 02 7
../q1 v3d50 logb0050/c02b0050s919028296.log:20140716_105406 50 0050 02 10
../q1 v3d50 logb0050/c02b0050s967561224.log:20140716_105443 50 0050 02 12
../q1 v3d50 logb0050/c03b0050s103765041.log:20140716_105519 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s105731136.log:20140716_105539 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s117661523.log:20140716_105534 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s141246882.log:20140716_105524 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s263688301.log:20140716_105555 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s420477893.log:20140716_105550 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s50746969.log:20140716_105600 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s533657980.log:20140716_105605 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s681028781.log:20140716_105529 50 0050 03 0
../q1 v3d50 logb0050/c03b0050s919028296.log:20140716_105514 50 0050 03 1
../q1 v3d50 logb0050/c03b0050s967561224.log:20140716_105545 50 0050 03 0
../q1 v3d50 logb0050/c04b0050s103765041.log:20140716_105619 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s105731136.log:20140716_105642 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s117661523.log:20140716_105636 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s141246882.log:20140716_105624 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s263688301.log:20140716_105657 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s420477893.log:20140716_105652 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s50746969.log:20140716_105702 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s533657980.log:20140716_105707 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s681028781.log:20140716_105631 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s919028296.log:20140716_105613 50 0050 04 0
../q1 v3d50 logb0050/c04b0050s967561224.log:20140716_105647 50 0050 04 0
../q1 v3d50 logb0050/c05b0050s103765041.log:20140716_105721 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s105731136.log:20140716_105742 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s117661523.log:20140716_105737 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s141246882.log:20140716_105727 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s263688301.log:20140716_105758 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s420477893.log:20140716_105752 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s50746969.log:20140716_105802 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s533657980.log:20140716_105808 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s681028781.log:20140716_105732 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s919028296.log:20140716_105717 50 0050 05 0
../q1 v3d50 logb0050/c05b0050s967561224.log:20140716_105747 50 0050 05 0
../q1 v3d50 logb0100/c01b0100s103765041.log:20140716_110520 50 0100 01 474
../q1 v3d50 logb0100/c01b0100s105731136.log:20140716_110544 50 0100 01 486
../q1 v3d50 logb0100/c01b0100s117661523.log:20140716_110537 50 0100 01 486
../q1 v3d50 logb0100/c01b0100s141246882.log:20140716_110525 50 0100 01 477
../q1 v3d50 logb0100/c01b0100s263688301.log:20140716_110602 50 0100 01 498
../q1 v3d50 logb0100/c01b0100s420477893.log:20140716_110556 50 0100 01 504
../q1 v3d50 logb0100/c01b0100s50746969.log:20140716_110606 50 0100 01 498
../q1 v3d50 logb0100/c01b0100s533657980.log:20140716_110614 50 0100 01 483
../q1 v3d50 logb0100/c01b0100s681028781.log:20140716_110530 50 0100 01 466
../q1 v3d50 logb0100/c01b0100s919028296.log:20140716_110513 50 0100 01 504
../q1 v3d50 logb0100/c01b0100s967561224.log:20140716_110549 50 0100 01 483
../q1 v3d50 logb0100/c02b0100s103765041.log:20140716_110629 50 0100 02 0
../q1 v3d50 logb0100/c02b0100s105731136.log:20140716_110649 50 0100 02 0
../q1 v3d50 logb0100/c02b0100s117661523.log:20140716_110644 50 0100 02 2
../q1 v3d50 logb0100/c02b0100s141246882.log:20140716_110634 50 0100 02 1
../q1 v3d50 logb0100/c02b0100s263688301.log:20140716_110706 50 0100 02 1
../q1 v3d50 logb0100/c02b0100s420477893.log:20140716_110701 50 0100 02 4
../q1 v3d50 logb0100/c02b0100s50746969.log:20140716_110711 50 0100 02 1
../q1 v3d50 logb0100/c02b0100s533657980.log:20140716_110716 50 0100 02 0
../q1 v3d50 logb0100/c02b0100s681028781.log:20140716_110639 50 0100 02 2
../q1 v3d50 logb0100/c02b0100s919028296.log:20140716_110623 50 0100 02 2
../q1 v3d50 logb0100/c02b0100s967561224.log:20140716_110656 50 0100 02 1
../q1 v3d50 logb0100/c03b0100s103765041.log:20140716_110732 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s105731136.log:20140716_110754 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s117661523.log:20140716_110749 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s141246882.log:20140716_110737 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s263688301.log:20140716_110811 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s420477893.log:20140716_110806 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s50746969.log:20140716_110818 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s533657980.log:20140716_110823 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s681028781.log:20140716_110744 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s919028296.log:20140716_110726 50 0100 03 0
../q1 v3d50 logb0100/c03b0100s967561224.log:20140716_110759 50 0100 03 0
../q1 v3d50 logb0100/c04b0100s103765041.log:20140716_110839 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s105731136.log:20140716_110859 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s117661523.log:20140716_110853 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s141246882.log:20140716_110843 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s263688301.log:20140716_110918 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s420477893.log:20140716_110913 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s50746969.log:20140716_110923 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s533657980.log:20140716_110928 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s681028781.log:20140716_110849 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s919028296.log:20140716_110831 50 0100 04 0
../q1 v3d50 logb0100/c04b0100s967561224.log:20140716_110906 50 0100 04 0
../q1 v3d50 logb0100/c05b0100s103765041.log:20140716_110941 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s105731136.log:20140716_111002 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s117661523.log:20140716_110957 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s141246882.log:20140716_110948 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s263688301.log:20140716_111018 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s420477893.log:20140716_111013 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s50746969.log:20140716_111023 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s533657980.log:20140716_111028 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s681028781.log:20140716_110952 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s919028296.log:20140716_110936 50 0100 05 0
../q1 v3d50 logb0100/c05b0100s967561224.log:20140716_111007 50 0100 05 0
../q1 v3d50 logb0200/c01b0200s103765041.log:20140716_015453 50 0200 01 250
../q1 v3d50 logb0200/c01b0200s105731136.log:20140716_015522 50 0200 01 230
../q1 v3d50 logb0200/c01b0200s117661523.log:20140716_015511 50 0200 01 235
../q1 v3d50 logb0200/c01b0200s141246882.log:20140716_015456 50 0200 01 231
../q1 v3d50 logb0200/c01b0200s263688301.log:20140716_015542 50 0200 01 248
../q1 v3d50 logb0200/c01b0200s420477893.log:20140716_015540 50 0200 01 233
../q1 v3d50 logb0200/c01b0200s50746969.log:20140716_015546 50 0200 01 255
../q1 v3d50 logb0200/c01b0200s533657980.log:20140716_015551 50 0200 01 271
../q1 v3d50 logb0200/c01b0200s681028781.log:20140716_015506 50 0200 01 225
../q1 v3d50 logb0200/c01b0200s919028296.log:20140716_015440 50 0200 01 257
../q1 v3d50 logb0200/c01b0200s967561224.log:20140716_015527 50 0200 01 246
../q1 v3d50 logb0200/c02b0200s103765041.log:20140716_015618 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s105731136.log:20140716_015641 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s117661523.log:20140716_015635 50 0200 02 1
../q1 v3d50 logb0200/c02b0200s141246882.log:20140716_015624 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s263688301.log:20140716_015701 50 0200 02 1
../q1 v3d50 logb0200/c02b0200s420477893.log:20140716_015658 50 0200 02 1
../q1 v3d50 logb0200/c02b0200s50746969.log:20140716_015708 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s533657980.log:20140716_015714 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s681028781.log:20140716_015630 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s919028296.log:20140716_015606 50 0200 02 0
../q1 v3d50 logb0200/c02b0200s967561224.log:20140716_015648 50 0200 02 0
../q1 v3d50 logb0200/c03b0200s103765041.log:20140716_015736 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s105731136.log:20140716_015807 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s117661523.log:20140716_015803 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s141246882.log:20140716_015749 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s263688301.log:20140716_015835 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s420477893.log:20140716_015821 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s50746969.log:20140716_015838 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s533657980.log:20140716_015843 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s681028781.log:20140716_015753 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s919028296.log:20140716_015729 50 0200 03 0
../q1 v3d50 logb0200/c03b0200s967561224.log:20140716_015816 50 0200 03 0
../q1 v3d50 logb0200/c04b0200s103765041.log:20140716_015905 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s105731136.log:20140716_015939 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s117661523.log:20140716_015926 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s141246882.log:20140716_015913 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s263688301.log:20140716_015957 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s420477893.log:20140716_015946 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s50746969.log:20140716_020000 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s533657980.log:20140716_020009 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s681028781.log:20140716_015922 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s919028296.log:20140716_015852 50 0200 04 0
../q1 v3d50 logb0200/c04b0200s967561224.log:20140716_015942 50 0200 04 0
../q1 v3d50 logb0200/c05b0200s103765041.log:20140716_020030 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s105731136.log:20140716_020059 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s117661523.log:20140716_020053 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s141246882.log:20140716_020040 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s263688301.log:20140716_020126 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s420477893.log:20140716_020116 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s50746969.log:20140716_020131 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s533657980.log:20140716_020134 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s681028781.log:20140716_020046 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s919028296.log:20140716_020022 50 0200 05 0
../q1 v3d50 logb0200/c05b0200s967561224.log:20140716_020112 50 0200 05 0
../q1 v3d50 logb0300/c01b0300s103765041.log:20140716_020155 50 0300 01 177
../q1 v3d50 logb0300/c01b0300s105731136.log:20140716_020224 50 0300 01 146
../q1 v3d50 logb0300/c01b0300s117661523.log:20140716_020212 50 0300 01 157
../q1 v3d50 logb0300/c01b0300s141246882.log:20140716_020158 50 0300 01 156
../q1 v3d50 logb0300/c01b0300s263688301.log:20140716_020243 50 0300 01 177
../q1 v3d50 logb0300/c01b0300s420477893.log:20140716_020234 50 0300 01 154
../q1 v3d50 logb0300/c01b0300s50746969.log:20140716_020252 50 0300 01 171
../q1 v3d50 logb0300/c01b0300s533657980.log:20140716_020303 50 0300 01 182
../q1 v3d50 logb0300/c01b0300s681028781.log:20140716_020205 50 0300 01 168
../q1 v3d50 logb0300/c01b0300s919028296.log:20140716_020144 50 0300 01 187
../q1 v3d50 logb0300/c01b0300s967561224.log:20140716_020227 50 0300 01 173
../q1 v3d50 logb0300/c02b0300s103765041.log:20140716_020323 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s105731136.log:20140716_020344 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s117661523.log:20140716_020336 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s141246882.log:20140716_020326 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s263688301.log:20140716_020401 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s420477893.log:20140716_020356 50 0300 02 1
../q1 v3d50 logb0300/c02b0300s50746969.log:20140716_020409 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s533657980.log:20140716_020415 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s681028781.log:20140716_020330 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s919028296.log:20140716_020311 50 0300 02 0
../q1 v3d50 logb0300/c02b0300s967561224.log:20140716_020348 50 0300 02 0
../q1 v3d50 logb0300/c03b0300s103765041.log:20140716_020440 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s105731136.log:20140716_020503 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s117661523.log:20140716_020456 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s141246882.log:20140716_020444 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s263688301.log:20140716_020522 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s420477893.log:20140716_020519 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s50746969.log:20140716_020528 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s533657980.log:20140716_020535 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s681028781.log:20140716_020453 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s919028296.log:20140716_020428 50 0300 03 0
../q1 v3d50 logb0300/c03b0300s967561224.log:20140716_020507 50 0300 03 0
../q1 v3d50 logb0300/c04b0300s103765041.log:20140716_020601 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s105731136.log:20140716_020628 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s117661523.log:20140716_020618 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s141246882.log:20140716_020606 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s263688301.log:20140716_020649 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s420477893.log:20140716_020644 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s50746969.log:20140716_020655 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s533657980.log:20140716_020702 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s681028781.log:20140716_020612 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s919028296.log:20140716_020548 50 0300 04 0
../q1 v3d50 logb0300/c04b0300s967561224.log:20140716_020632 50 0300 04 0
../q1 v3d50 logb0300/c05b0300s103765041.log:20140716_020722 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s105731136.log:20140716_020753 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s117661523.log:20140716_020746 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s141246882.log:20140716_020738 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s263688301.log:20140716_020816 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s420477893.log:20140716_020811 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s50746969.log:20140716_020821 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s533657980.log:20140716_020828 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s681028781.log:20140716_020741 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s919028296.log:20140716_020715 50 0300 05 0
../q1 v3d50 logb0300/c05b0300s967561224.log:20140716_020808 50 0300 05 0
../q1 v3d50 logb0500/c01b0500s103765041.log:20140716_111128 50 0500 01 110
../q1 v3d50 logb0500/c01b0500s105731136.log:20140716_111148 50 0500 01 77
../q1 v3d50 logb0500/c01b0500s117661523.log:20140716_111143 50 0500 01 96
../q1 v3d50 logb0500/c01b0500s141246882.log:20140716_111133 50 0500 01 105
../q1 v3d50 logb0500/c01b0500s263688301.log:20140716_111204 50 0500 01 112
../q1 v3d50 logb0500/c01b0500s420477893.log:20140716_111158 50 0500 01 100
../q1 v3d50 logb0500/c01b0500s50746969.log:20140716_111209 50 0500 01 105
../q1 v3d50 logb0500/c01b0500s533657980.log:20140716_111216 50 0500 01 116
../q1 v3d50 logb0500/c01b0500s681028781.log:20140716_111138 50 0500 01 98
../q1 v3d50 logb0500/c01b0500s919028296.log:20140716_111123 50 0500 01 118
../q1 v3d50 logb0500/c01b0500s967561224.log:20140716_111153 50 0500 01 95
../q1 v3d50 logb0500/c02b0500s103765041.log:20140716_111230 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s105731136.log:20140716_111257 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s117661523.log:20140716_111251 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s141246882.log:20140716_111237 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s263688301.log:20140716_111314 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s420477893.log:20140716_111309 50 0500 02 1
../q1 v3d50 logb0500/c02b0500s50746969.log:20140716_111319 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s533657980.log:20140716_111324 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s681028781.log:20140716_111244 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s919028296.log:20140716_111223 50 0500 02 0
../q1 v3d50 logb0500/c02b0500s967561224.log:20140716_111303 50 0500 02 0
../q1 v3d50 logb0500/c03b0500s103765041.log:20140716_111337 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s105731136.log:20140716_111359 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s117661523.log:20140716_111354 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s141246882.log:20140716_111342 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s263688301.log:20140716_111416 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s420477893.log:20140716_111411 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s50746969.log:20140716_111423 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s533657980.log:20140716_111430 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s681028781.log:20140716_111347 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s919028296.log:20140716_111331 50 0500 03 0
../q1 v3d50 logb0500/c03b0500s967561224.log:20140716_111406 50 0500 03 0
../q1 v3d50 logb0500/c04b0500s103765041.log:20140716_111445 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s105731136.log:20140716_111505 50 0500 04 0
