file	type	total	code	comment	blank	short
../PreservationSimulation/shelf/debug/loff.sh	sh	1	1	0	0	0
../PreservationSimulation/shelf/debug/lon.sh	sh	1	1	0	0	0
../PreservationSimulation/shelf/debug/lond.sh	sh	1	1	0	0	0
../PreservationSimulation/shelf/debug/lone.sh	sh	1	1	0	0	0
../PreservationSimulation/shelf/debug/tfailonly.sh	sh	2	2	0	0	0
../PreservationSimulation/shelf/debug/toff.sh	sh	2	2	0	0	0
../PreservationSimulation/shelf/debug/ton.sh	sh	2	1	0	1	0
../PreservationSimulation/shelf/debug/ton5.sh	sh	1	1	0	0	0
../PreservationSimulation/shelf/get01-lines.sh	sh	26	17	2	7	0
../PreservationSimulation/shelf/get02-numbers.sh	sh	26	17	2	7	0
../PreservationSimulation/shelf/get03-sortednumbers.sh	sh	30	20	2	8	0
../PreservationSimulation/shelf/get04-medians.sh	sh	34	24	2	8	0
../PreservationSimulation/shelf/getalllines-new-05.sh	sh	22	16	3	3	0
../PreservationSimulation/shelf/getalllines-raw-03.sh	sh	45	25	13	7	0
../PreservationSimulation/shelf/makeinstructions/make-instructionfiles-all-bers-01.sh	sh	35	21	8	6	0
../PreservationSimulation/shelf/makeinstructions/make-makeinstructions-all-bers.sh	sh	17	17	0	0	0
../PreservationSimulation/shelf/makeinstructions/makelogdirs-00.sh	sh	27	17	6	4	0
../PreservationSimulation/shelf/run08.sh	sh	41	18	19	4	0
../PreservationSimulation/shelf/runallallall-00.sh	sh	29	20	5	4	0
../PreservationSimulation/shelf/runsequencecopies-fillout-03.sh	sh	39	24	9	6	0
../PreservationSimulation/shelf/runsequencecopies-full-03.sh	sh	38	24	8	6	0
../PreservationSimulation/shelf/runsequencecopies-medium-03.sh	sh	38	24	8	6	0
../PreservationSimulation/shelf/runsequencecopies-short-03.sh	sh	38	24	8	6	0
../PreservationSimulation/shelf/runsequencecopiesandlifetimes-base-01.sh	sh	99	70	20	9	0
../PreservationSimulation/shelf/runsequencecopiesandlifetimes-fillout-01.sh	sh	99	70	20	9	0
../PreservationSimulation/shelf/audit2.py	py	819	259	474	86	0
../PreservationSimulation/shelf/audit205.py	py	819	259	474	86	0
../PreservationSimulation/shelf/client2.py	py	504	292	153	59	0
../PreservationSimulation/shelf/client202.py	py	504	292	153	59	0
../PreservationSimulation/shelf/cliparse.py	py	159	113	18	28	0
../PreservationSimulation/shelf/cliparse08.py	py	159	113	18	28	0
../PreservationSimulation/shelf/extractvalues-04.py	py	272	146	86	40	0
../PreservationSimulation/shelf/globaldata.py	py	158	84	50	24	0
../PreservationSimulation/shelf/globaldata10.py	py	158	84	50	24	0
../PreservationSimulation/shelf/logoutput.py	py	114	47	53	14	0
../PreservationSimulation/shelf/logoutput07.py	py	114	47	53	14	0
../PreservationSimulation/shelf/main.py	py	730	318	313	99	0
../PreservationSimulation/shelf/main16.py	py	738	318	319	101	0
../PreservationSimulation/shelf/makeinstructions/makeinstructionfiles-03.py	py	332	149	140	43	0
../PreservationSimulation/shelf/makeinstructions/makeinstructionfiles-04.py	py	332	149	140	43	0
../PreservationSimulation/shelf/makeinstructions/makeinstructionfiles.py	py	332	149	140	43	0
../PreservationSimulation/shelf/makeinstructions/NewTraceFac.py	py	335	82	216	37	0
../PreservationSimulation/shelf/makeinstructions/NewTraceFac09.py	py	335	82	216	37	0
../PreservationSimulation/shelf/NewTraceFac.py	py	335	82	216	37	0
../PreservationSimulation/shelf/NewTraceFac09.py	py	335	82	216	37	0
../PreservationSimulation/shelf/readin.py	py	121	74	33	14	0
../PreservationSimulation/shelf/readin07.py	py	121	74	33	14	0
../PreservationSimulation/shelf/repair.py	py	70	8	46	16	0
../PreservationSimulation/shelf/repair01.py	py	70	8	46	16	0
../PreservationSimulation/shelf/runsequence-03.py	py	277	149	98	30	0
../PreservationSimulation/shelf/runsequence.py	py	277	149	98	30	0
../PreservationSimulation/shelf/server.py	py	546	308	177	61	0
../PreservationSimulation/shelf/server15.py	py	546	308	177	61	0
../PreservationSimulation/shelf/util.py	py	149	61	68	20	0
../PreservationSimulation/shelf/util06.py	py	149	61	68	20	0
