timestamp docsize copies lifem seed lost auditinterval auditrepairs auditlosses auditforensics ndocs nokay nmajority nminority walltime cputime logfilename
20140809_143535 50 10 3 117661523 1246 0 0 0 0 10000 0 238 8516 240.413 191.615 ../Q0b/v4d50/logb0003/c10d50b0003s117661523.log
20140809_143249 50 10 3 141246882 1232 0 0 0 0 10000 0 259 8509 234.253 191.164 ../Q0b/v4d50/logb0003/c10d50b0003s141246882.log
20140809_143900 50 10 3 263688301 1278 0 0 0 0 10000 0 259 8463 248.820 191.85 ../Q0b/v4d50/logb0003/c10d50b0003s263688301.log
20140809_143725 50 10 3 420477893 1234 0 0 0 0 10000 0 244 8522 266.409 192.661 ../Q0b/v4d50/logb0003/c10d50b0003s420477893.log
20140809_144020 50 10 3 50746969 1283 0 0 0 0 10000 0 248 8469 274.572 191.694 ../Q0b/v4d50/logb0003/c10d50b0003s50746969.log
20140809_144131 50 10 3 533657980 1187 0 0 0 0 10000 0 266 8547 275.448 194.346 ../Q0b/v4d50/logb0003/c10d50b0003s533657980.log
20140809_143450 50 10 3 681028781 1236 0 0 0 0 10000 0 296 8468 350.115 193.956 ../Q0b/v4d50/logb0003/c10d50b0003s681028781.log
20140809_143145 50 10 3 919028296 1220 0 0 0 0 10000 0 289 8491 217.105 189.963 ../Q0b/v4d50/logb0003/c10d50b0003s919028296.log
20140809_143719 50 10 3 967561224 1258 0 0 0 0 10000 0 292 8450 315.636 191.772 ../Q0b/v4d50/logb0003/c10d50b0003s967561224.log
20140809_162256 50 14 3 103765041 528 0 0 0 0 10000 0 80 9392 413.207 270.052 ../Q0b/v4d50/logb0003/c14d50b0003s103765041.log
20140809_162851 50 14 3 105731136 568 0 0 0 0 10000 0 76 9356 436.628 270.069 ../Q0b/v4d50/logb0003/c14d50b0003s105731136.log
20140809_162811 50 14 3 117661523 523 0 0 0 0 10000 0 85 9392 412.537 294.421 ../Q0b/v4d50/logb0003/c14d50b0003s117661523.log
20140809_162446 50 14 3 141246882 550 0 0 0 0 10000 0 91 9359 375.069 268.759 ../Q0b/v4d50/logb0003/c14d50b0003s141246882.log
20140809_163125 50 14 3 263688301 570 0 0 0 0 10000 0 94 9336 564.640 297.837 ../Q0b/v4d50/logb0003/c14d50b0003s263688301.log
20140809_163019 50 14 3 420477893 509 0 0 0 0 10000 0 89 9402 456.230 270.506 ../Q0b/v4d50/logb0003/c14d50b0003s420477893.log
20140809_163428 50 14 3 50746969 545 0 0 0 0 10000 0 66 9389 643.471 302.579 ../Q0b/v4d50/logb0003/c14d50b0003s50746969.log
20140809_163430 50 14 3 533657980 530 0 0 0 0 10000 0 98 9372 303.903 268.025 ../Q0b/v4d50/logb0003/c14d50b0003s533657980.log
20140809_162708 50 14 3 681028781 527 0 0 0 0 10000 0 77 9396 394.408 268.79 ../Q0b/v4d50/logb0003/c14d50b0003s681028781.log
20140809_162102 50 14 3 919028296 541 0 0 0 0 10000 0 98 9361 346.984 268.946 ../Q0b/v4d50/logb0003/c14d50b0003s919028296.log
20140809_162906 50 14 3 967561224 528 0 0 0 0 10000 0 87 9385 305.147 268.15 ../Q0b/v4d50/logb0003/c14d50b0003s967561224.log
20140809_163640 50 16 3 103765041 318 0 0 0 0 10000 0 44 9638 613.402 308.851 ../Q0b/v4d50/logb0003/c16d50b0003s103765041.log
20140809_164248 50 16 3 105731136 329 0 0 0 0 10000 0 45 9626 349.143 307.977 ../Q0b/v4d50/logb0003/c16d50b0003s105731136.log
20140809_164126 50 16 3 117661523 350 0 0 0 0 10000 0 46 9604 365.006 307.197 ../Q0b/v4d50/logb0003/c16d50b0003s117661523.log
20140809_163824 50 16 3 141246882 355 0 0 0 0 10000 0 31 9614 545.336 309.957 ../Q0b/v4d50/logb0003/c16d50b0003s141246882.log
20140809_164807 50 16 3 263688301 371 0 0 0 0 10000 0 51 9578 420.718 306.839 ../Q0b/v4d50/logb0003/c16d50b0003s263688301.log
20140809_164724 50 16 3 420477893 339 0 0 0 0 10000 0 48 9613 1096.993 342.251 ../Q0b/v4d50/logb0003/c16d50b0003s420477893.log
20140809_164838 50 16 3 50746969 338 0 0 0 0 10000 0 65 9597 363.061 307.556 ../Q0b/v4d50/logb0003/c16d50b0003s50746969.log
20140809_164926 50 16 3 533657980 348 0 0 0 0 10000 0 51 9601 949.975 331.113 ../Q0b/v4d50/logb0003/c16d50b0003s533657980.log
20140809_163953 50 16 3 681028781 345 0 0 0 0 10000 0 53 9602 594.504 307.51 ../Q0b/v4d50/logb0003/c16d50b0003s681028781.log
20140809_163542 50 16 3 919028296 333 0 0 0 0 10000 0 54 9613 365.973 306.012 ../Q0b/v4d50/logb0003/c16d50b0003s919028296.log
20140809_164538 50 16 3 967561224 335 0 0 0 0 10000 0 39 9626 417.781 307.275 ../Q0b/v4d50/logb0003/c16d50b0003s967561224.log
20140809_165244 50 20 3 103765041 137 0 0 0 0 10000 0 16 9847 494.204 384.043 ../Q0b/v4d50/logb0003/c20d50b0003s103765041.log
20140809_170230 50 20 3 105731136 151 0 0 0 0 10000 0 17 9832 562.035 385.151 ../Q0b/v4d50/logb0003/c20d50b0003s105731136.log
20140809_170108 50 20 3 117661523 141 0 0 0 0 10000 0 10 9849 608.361 384.698 ../Q0b/v4d50/logb0003/c20d50b0003s117661523.log
20140809_165513 50 20 3 141246882 156 0 0 0 0 10000 0 21 9823 545.797 384.433 ../Q0b/v4d50/logb0003/c20d50b0003s141246882.log
20140809_170615 50 20 3 263688301 152 0 0 0 0 10000 0 14 9834 642.747 383.56 ../Q0b/v4d50/logb0003/c20d50b0003s263688301.log
20140809_170453 50 20 3 420477893 155 0 0 0 0 10000 0 18 9827 604.314 384.621 ../Q0b/v4d50/logb0003/c20d50b0003s420477893.log
20140809_170629 50 20 3 50746969 129 0 0 0 0 10000 0 12 9859 584.941 386.68 ../Q0b/v4d50/logb0003/c20d50b0003s50746969.log
20140809_171156 50 20 3 533657980 164 0 0 0 0 10000 0 25 9811 533.988 384.464 ../Q0b/v4d50/logb0003/c20d50b0003s533657980.log
20140809_165513 50 20 3 681028781 155 0 0 0 0 10000 0 23 9822 485.778 384.464 ../Q0b/v4d50/logb0003/c20d50b0003s681028781.log
20140809_165030 50 20 3 919028296 143 0 0 0 0 10000 0 21 9836 686.971 386.305 ../Q0b/v4d50/logb0003/c20d50b0003s919028296.log
20140809_170436 50 20 3 967561224 161 0 0 0 0 10000 0 12 9827 1132.456 434.76 ../Q0b/v4d50/logb0003/c20d50b0003s967561224.log
20140809_144311 50 1 5 103765041 6327 0 0 0 0 10000 3673 0 0 32.177 11.451 ../Q0b/v4d50/logb0005/c01d50b0005s103765041.log
20140809_144435 50 1 5 105731136 6321 0 0 0 0 10000 3679 0 0 19.401 11.559 ../Q0b/v4d50/logb0005/c01d50b0005s105731136.log
20140809_144404 50 1 5 117661523 6293 0 0 0 0 10000 3707 0 0 34.489 11.575 ../Q0b/v4d50/logb0005/c01d50b0005s117661523.log
20140809_144325 50 1 5 141246882 6277 0 0 0 0 10000 3723 0 0 35.128 11.669 ../Q0b/v4d50/logb0005/c01d50b0005s141246882.log
20140809_144509 50 1 5 263688301 6282 0 0 0 0 10000 3718 0 0 13.138 11.591 ../Q0b/v4d50/logb0005/c01d50b0005s263688301.log
20140809_144456 50 1 5 420477893 6300 0 0 0 0 10000 3700 0 0 12.852 11.435 ../Q0b/v4d50/logb0005/c01d50b0005s420477893.log
20140809_144518 50 1 5 50746969 6275 0 0 0 0 10000 3725 0 0 13.189 11.544 ../Q0b/v4d50/logb0005/c01d50b0005s50746969.log
20140809_144528 50 1 5 533657980 6328 0 0 0 0 10000 3672 0 0 14.070 11.544 ../Q0b/v4d50/logb0005/c01d50b0005s533657980.log
20140809_144358 50 1 5 681028781 6354 0 0 0 0 10000 3646 0 0 29.372 11.684 ../Q0b/v4d50/logb0005/c01d50b0005s681028781.log
20140809_144208 50 1 5 919028296 6229 0 0 0 0 10000 3771 0 0 27.939 11.372 ../Q0b/v4d50/logb0005/c01d50b0005s919028296.log
20140809_144449 50 1 5 967561224 6243 0 0 0 0 10000 3757 0 0 18.354 11.746 ../Q0b/v4d50/logb0005/c01d50b0005s967561224.log
20140809_144544 50 2 5 103765041 3949 0 0 0 0 10000 1347 4704 0 25.559 23.337 ../Q0b/v4d50/logb0005/c02d50b0005s103765041.log
20140809_144635 50 2 5 105731136 4019 0 0 0 0 10000 1323 4658 0 27.051 23.416 ../Q0b/v4d50/logb0005/c02d50b0005s105731136.log
20140809_144612 50 2 5 117661523 3961 0 0 0 0 10000 1385 4654 0 26.286 23.463 ../Q0b/v4d50/logb0005/c02d50b0005s117661523.log
20140809_144602 50 2 5 141246882 3980 0 0 0 0 10000 1382 4638 0 26.126 23.26 ../Q0b/v4d50/logb0005/c02d50b0005s141246882.log
20140809_144717 50 2 5 263688301 4007 0 0 0 0 10000 1356 4637 0 30.959 23.337 ../Q0b/v4d50/logb0005/c02d50b0005s263688301.log
20140809_144650 50 2 5 420477893 4025 0 0 0 0 10000 1299 4676 0 26.914 23.291 ../Q0b/v4d50/logb0005/c02d50b0005s420477893.log
20140809_144718 50 2 5 50746969 3961 0 0 0 0 10000 1366 4673 0 26.867 23.447 ../Q0b/v4d50/logb0005/c02d50b0005s50746969.log
20140809_144718 50 2 5 533657980 3961 0 0 0 0 10000 1376 4663 0 27.155 23.493 ../Q0b/v4d50/logb0005/c02d50b0005s533657980.log
20140809_144607 50 2 5 681028781 4039 0 0 0 0 10000 1322 4639 0 26.845 23.353 ../Q0b/v4d50/logb0005/c02d50b0005s681028781.log
20140809_144534 50 2 5 919028296 3970 0 0 0 0 10000 1349 4681 0 26.087 23.556 ../Q0b/v4d50/logb0005/c02d50b0005s919028296.log
20140809_144641 50 2 5 967561224 3898 0 0 0 0 10000 1380 4722 0 27.260 23.416 ../Q0b/v4d50/logb0005/c02d50b0005s967561224.log
20140809_144742 50 3 5 103765041 2431 0 0 0 0 10000 489 2629 4451 45.153 35.397 ../Q0b/v4d50/logb0005/c03d50b0005s103765041.log
20140809_144837 50 3 5 105731136 2454 0 0 0 0 10000 469 2545 4532 38.823 35.553 ../Q0b/v4d50/logb0005/c03d50b0005s105731136.log
20140809_144808 50 3 5 117661523 2501 0 0 0 0 10000 546 2642 4311 47.552 35.116 ../Q0b/v4d50/logb0005/c03d50b0005s117661523.log
20140809_144749 50 3 5 141246882 2561 0 0 0 0 10000 529 2602 4308 47.946 35.396 ../Q0b/v4d50/logb0005/c03d50b0005s141246882.log
20140809_144917 50 3 5 263688301 2547 0 0 0 0 10000 495 2543 4415 38.174 34.991 ../Q0b/v4d50/logb0005/c03d50b0005s263688301.log
20140809_144859 50 3 5 420477893 2552 0 0 0 0 10000 454 2495 4499 38.739 35.412 ../Q0b/v4d50/logb0005/c03d50b0005s420477893.log
20140809_144935 50 3 5 50746969 2570 0 0 0 0 10000 502 2523 4405 38.987 35.631 ../Q0b/v4d50/logb0005/c03d50b0005s50746969.log
20140809_144940 50 3 5 533657980 2530 0 0 0 0 10000 478 2498 4494 39.366 36.036 ../Q0b/v4d50/logb0005/c03d50b0005s533657980.log
20140809_144804 50 3 5 681028781 2572 0 0 0 0 10000 474 2491 4463 51.748 35.366 ../Q0b/v4d50/logb0005/c03d50b0005s681028781.log
20140809_144727 50 3 5 919028296 2531 0 0 0 0 10000 491 2604 4374 54.069 35.615 ../Q0b/v4d50/logb0005/c03d50b0005s919028296.log
20140809_144850 50 3 5 967561224 2447 0 0 0 0 10000 488 2588 4477 42.148 35.178 ../Q0b/v4d50/logb0005/c03d50b0005s967561224.log
20140809_145002 50 4 5 103765041 1571 0 0 0 0 10000 181 4528 3720 52.646 48.298 ../Q0b/v4d50/logb0005/c04d50b0005s103765041.log
20140809_145055 50 4 5 105731136 1660 0 0 0 0 10000 190 4451 3699 71.448 48.828 ../Q0b/v4d50/logb0005/c04d50b0005s105731136.log
20140809_145043 50 4 5 117661523 1617 0 0 0 0 10000 207 4509 3667 72.033 48.002 ../Q0b/v4d50/logb0005/c04d50b0005s117661523.log
20140809_145016 50 4 5 141246882 1551 0 0 0 0 10000 196 4633 3620 52.717 47.596 ../Q0b/v4d50/logb0005/c04d50b0005s141246882.log
20140809_145130 50 4 5 263688301 1637 0 0 0 0 10000 175 4509 3679 77.216 49.888 ../Q0b/v4d50/logb0005/c04d50b0005s263688301.log
20140809_145116 50 4 5 420477893 1571 0 0 0 0 10000 154 4477 3798 78.116 49.545 ../Q0b/v4d50/logb0005/c04d50b0005s420477893.log
20140809_145134 50 4 5 50746969 1626 0 0 0 0 10000 178 4504 3692 70.354 47.767 ../Q0b/v4d50/logb0005/c04d50b0005s50746969.log
20140809_145208 50 4 5 533657980 1613 0 0 0 0 10000 174 4533 3680 55.645 47.658 ../Q0b/v4d50/logb0005/c04d50b0005s533657980.log
20140809_145020 50 4 5 681028781 1550 0 0 0 0 10000 179 4566 3705 56.589 50.606 ../Q0b/v4d50/logb0005/c04d50b0005s681028781.log
20140809_144956 50 4 5 919028296 1598 0 0 0 0 10000 192 4492 3718 52.125 47.3 ../Q0b/v4d50/logb0005/c04d50b0005s919028296.log
20140809_145107 50 4 5 967561224 1588 0 0 0 0 10000 165 4575 3672 55.877 47.283 ../Q0b/v4d50/logb0005/c04d50b0005s967561224.log
20140809_145243 50 5 5 103765041 987 0 0 0 0 10000 46 2634 6333 78.738 59.577 ../Q0b/v4d50/logb0005/c05d50b0005s103765041.log
20140809_145350 50 5 5 105731136 980 0 0 0 0 10000 71 2483 6466 93.125 60.045 ../Q0b/v4d50/logb0005/c05d50b0005s105731136.log
20140809_145305 50 5 5 117661523 961 0 0 0 0 10000 85 2563 6391 64.640 58.937 ../Q0b/v4d50/logb0005/c05d50b0005s117661523.log
20140809_145247 50 5 5 141246882 1015 0 0 0 0 10000 86 2684 6215 76.923 67.704 ../Q0b/v4d50/logb0005/c05d50b0005s141246882.log
20140809_145429 50 5 5 263688301 1047 0 0 0 0 10000 65 2587 6301 84.577 59.592 ../Q0b/v4d50/logb0005/c05d50b0005s263688301.log
20140809_145410 50 5 5 420477893 1045 0 0 0 0 10000 75 2538 6342 107.638 71.058 ../Q0b/v4d50/logb0005/c05d50b0005s420477893.log
20140809_145433 50 5 5 50746969 965 0 0 0 0 10000 65 2570 6400 87.746 58.906 ../Q0b/v4d50/logb0005/c05d50b0005s50746969.log
20140809_145457 50 5 5 533657980 1015 0 0 0 0 10000 73 2621 6291 81.156 59.795 ../Q0b/v4d50/logb0005/c05d50b0005s533657980.log
20140809_145305 50 5 5 681028781 1046 0 0 0 0 10000 54 2510 6390 94.427 60.388 ../Q0b/v4d50/logb0005/c05d50b0005s681028781.log
20140809_145238 50 5 5 919028296 1036 0 0 0 0 10000 71 2563 6330 77.212 59.873 ../Q0b/v4d50/logb0005/c05d50b0005s919028296.log
20140809_145406 50 5 5 967561224 983 0 0 0 0 10000 65 2596 6356 69.354 59.093 ../Q0b/v4d50/logb0005/c05d50b0005s967561224.log
20140809_145618 50 8 5 103765041 257 0 0 0 0 10000 1 3324 6418 105.441 95.379 ../Q0b/v4d50/logb0005/c08d50b0005s103765041.log
20140809_145706 50 8 5 105731136 259 0 0 0 0 10000 4 3337 6400 146.851 95.832 ../Q0b/v4d50/logb0005/c08d50b0005s105731136.log
20140809_145633 50 8 5 117661523 252 0 0 0 0 10000 2 3352 6394 181.388 95.879 ../Q0b/v4d50/logb0005/c08d50b0005s117661523.log
20140809_145618 50 8 5 141246882 233 0 0 0 0 10000 3 3350 6414 103.536 93.99 ../Q0b/v4d50/logb0005/c08d50b0005s141246882.log
20140809_145843 50 8 5 263688301 238 0 0 0 0 10000 6 3289 6467 128.636 96.159 ../Q0b/v4d50/logb0005/c08d50b0005s263688301.log
20140809_145832 50 8 5 420477893 237 0 0 0 0 10000 2 3267 6494 130.352 100.683 ../Q0b/v4d50/logb0005/c08d50b0005s420477893.log
20140809_145919 50 8 5 50746969 264 0 0 0 0 10000 3 3263 6470 125.896 99.124 ../Q0b/v4d50/logb0005/c08d50b0005s50746969.log
20140809_150015 50 8 5 533657980 268 0 0 0 0 10000 3 3376 6353 122.406 94.365 ../Q0b/v4d50/logb0005/c08d50b0005s533657980.log
20140809_145618 50 8 5 681028781 224 0 0 0 0 10000 3 3347 6426 126.370 109.871 ../Q0b/v4d50/logb0005/c08d50b0005s681028781.log
20140809_145616 50 8 5 919028296 251 0 0 0 0 10000 5 3475 6269 159.537 97.938 ../Q0b/v4d50/logb0005/c08d50b0005s919028296.log
20140809_145819 50 8 5 967561224 223 0 0 0 0 10000 5 3323 6449 116.372 95.3 ../Q0b/v4d50/logb0005/c08d50b0005s967561224.log
20140809_150124 50 10 5 103765041 87 0 0 0 0 10000 1 2867 7045 237.941 126.813 ../Q0b/v4d50/logb0005/c10d50b0005s103765041.log
20140809_150255 50 10 5 105731136 99 0 0 0 0 10000 0 2930 6971 143.199 119.2 ../Q0b/v4d50/logb0005/c10d50b0005s105731136.log
20140809_150145 50 10 5 117661523 100 0 0 0 0 10000 0 2850 7050 153.245 119.934 ../Q0b/v4d50/logb0005/c10d50b0005s117661523.log
20140809_150112 50 10 5 141246882 98 0 0 0 0 10000 1 2961 6940 147.345 119.761 ../Q0b/v4d50/logb0005/c10d50b0005s141246882.log
20140809_150459 50 10 5 263688301 74 0 0 0 0 10000 0 2819 7107 143.392 119.981 ../Q0b/v4d50/logb0005/c10d50b0005s263688301.log
20140809_150500 50 10 5 420477893 95 0 0 0 0 10000 1 2805 7099 162.112 127.983 ../Q0b/v4d50/logb0005/c10d50b0005s420477893.log
20140809_150521 50 10 5 50746969 105 0 0 0 0 10000 2 2872 7021 135.722 124.645 ../Q0b/v4d50/logb0005/c10d50b0005s50746969.log
20140809_150537 50 10 5 533657980 106 0 0 0 0 10000 1 2863 7030 145.526 119.325 ../Q0b/v4d50/logb0005/c10d50b0005s533657980.log
20140809_150132 50 10 5 681028781 98 0 0 0 0 10000 0 2901 7001 221.034 129.669 ../Q0b/v4d50/logb0005/c10d50b0005s681028781.log
20140809_150052 50 10 5 919028296 106 0 0 0 0 10000 0 2911 6983 144.317 119.45 ../Q0b/v4d50/logb0005/c10d50b0005s919028296.log
20140809_150328 50 10 5 967561224 101 0 0 0 0 10000 0 2873 7026 158.839 119.246 ../Q0b/v4d50/logb0005/c10d50b0005s967561224.log
20140809_171525 50 14 5 103765041 16 0 0 0 0 10000 0 2217 7767 220.582 166.515 ../Q0b/v4d50/logb0005/c14d50b0005s103765041.log
20140809_171919 50 14 5 105731136 20 0 0 0 0 10000 0 2190 7790 224.074 166.842 ../Q0b/v4d50/logb0005/c14d50b0005s105731136.log
20140809_171750 50 14 5 117661523 10 0 0 0 0 10000 0 2171 7819 317.581 167.529 ../Q0b/v4d50/logb0005/c14d50b0005s117661523.log
20140809_171652 50 14 5 141246882 23 0 0 0 0 10000 0 2313 7664 330.750 166.749 ../Q0b/v4d50/logb0005/c14d50b0005s141246882.log
20140809_172320 50 14 5 263688301 21 0 0 0 0 10000 0 2208 7771 361.222 168.122 ../Q0b/v4d50/logb0005/c14d50b0005s263688301.log
20140809_172256 50 14 5 420477893 7 0 0 0 0 10000 0 2287 7706 393.084 179.307 ../Q0b/v4d50/logb0005/c14d50b0005s420477893.log
20140809_172321 50 14 5 50746969 18 0 0 0 0 10000 0 2244 7738 358.628 168.247 ../Q0b/v4d50/logb0005/c14d50b0005s50746969.log
20140809_172336 50 14 5 533657980 19 0 0 0 0 10000 0 2261 7720 318.638 166.328 ../Q0b/v4d50/logb0005/c14d50b0005s533657980.log
20140809_171736 50 14 5 681028781 14 0 0 0 0 10000 0 2232 7754 278.094 167.358 ../Q0b/v4d50/logb0005/c14d50b0005s681028781.log
20140809_171232 50 14 5 919028296 17 0 0 0 0 10000 0 2255 7728 295.967 167.638 ../Q0b/v4d50/logb0005/c14d50b0005s919028296.log
20140809_172143 50 14 5 967561224 17 0 0 0 0 10000 0 2218 7765 199.486 166.001 ../Q0b/v4d50/logb0005/c14d50b0005s967561224.log
20140809_172536 50 16 5 103765041 5 0 0 0 0 10000 0 1979 8016 285.459 190.477 ../Q0b/v4d50/logb0005/c16d50b0005s103765041.log
20140809_173019 50 16 5 105731136 8 0 0 0 0 10000 0 1998 7994 409.053 197.966 ../Q0b/v4d50/logb0005/c16d50b0005s105731136.log
20140809_172929 50 16 5 117661523 6 0 0 0 0 10000 0 1947 8047 288.542 192.693 ../Q0b/v4d50/logb0005/c16d50b0005s117661523.log
20140809_172815 50 16 5 141246882 4 0 0 0 0 10000 0 2035 7961 259.153 190.68 ../Q0b/v4d50/logb0005/c16d50b0005s141246882.log
20140809_173255 50 16 5 263688301 15 0 0 0 0 10000 0 1965 8020 281.601 191.523 ../Q0b/v4d50/logb0005/c16d50b0005s263688301.log
20140809_173040 50 16 5 420477893 8 0 0 0 0 10000 0 1993 7999 268.723 191.32 ../Q0b/v4d50/logb0005/c16d50b0005s420477893.log
20140809_173431 50 16 5 50746969 6 0 0 0 0 10000 0 1999 7995 228.872 191.585 ../Q0b/v4d50/logb0005/c16d50b0005s50746969.log
20140809_173458 50 16 5 533657980 6 0 0 0 0 10000 0 2056 7938 272.743 191.257 ../Q0b/v4d50/logb0005/c16d50b0005s533657980.log
20140809_172929 50 16 5 681028781 6 0 0 0 0 10000 0 2007 7987 598.670 211.756 ../Q0b/v4d50/logb0005/c16d50b0005s681028781.log
20140809_172349 50 16 5 919028296 11 0 0 0 0 10000 0 2021 7968 248.572 190.82 ../Q0b/v4d50/logb0005/c16d50b0005s919028296.log
20140809_173001 50 16 5 967561224 8 0 0 0 0 10000 0 2040 7952 251.510 191.803 ../Q0b/v4d50/logb0005/c16d50b0005s967561224.log
20140809_173730 50 20 5 103765041 0 0 0 0 0 10000 0 1509 8491 302.844 239.274 ../Q0b/v4d50/logb0005/c20d50b0005s103765041.log
20140809_174010 50 20 5 105731136 2 0 0 0 0 10000 0 1573 8425 475.700 241.848 ../Q0b/v4d50/logb0005/c20d50b0005s105731136.log
20140809_174013 50 20 5 117661523 0 0 0 0 0 10000 0 1545 8455 329.389 237.73 ../Q0b/v4d50/logb0005/c20d50b0005s117661523.log
20140809_173850 50 20 5 141246882 2 0 0 0 0 10000 0 1590 8408 751.061 270.755 ../Q0b/v4d50/logb0005/c20d50b0005s141246882.log
20140809_174547 50 20 5 263688301 1 0 0 0 0 10000 0 1593 8406 328.948 239.836 ../Q0b/v4d50/logb0005/c20d50b0005s263688301.log
20140809_174434 50 20 5 420477893 1 0 0 0 0 10000 0 1586 8413 329.957 239.741 ../Q0b/v4d50/logb0005/c20d50b0005s420477893.log
20140809_174613 50 20 5 50746969 1 0 0 0 0 10000 0 1631 8368 372.281 237.059 ../Q0b/v4d50/logb0005/c20d50b0005s50746969.log
20140809_174844 50 20 5 533657980 0 0 0 0 0 10000 0 1612 8388 298.813 236.045 ../Q0b/v4d50/logb0005/c20d50b0005s533657980.log
20140809_173834 50 20 5 681028781 0 0 0 0 0 10000 0 1656 8344 399.634 240.102 ../Q0b/v4d50/logb0005/c20d50b0005s681028781.log
20140809_173543 50 20 5 919028296 0 0 0 0 0 10000 0 1602 8398 522.419 243.393 ../Q0b/v4d50/logb0005/c20d50b0005s919028296.log
20140809_174307 50 20 5 967561224 0 0 0 0 0 10000 0 1571 8429 430.313 239.055 ../Q0b/v4d50/logb0005/c20d50b0005s967561224.log
20140809_123313 50 1 10 103765041 3937 0 0 0 0 10000 6063 0 0 7.176 5.897 ../Q0b/v4d50/logb0010/c01d50b0010s103765041.log
20140809_123340 50 1 10 105731136 3941 0 0 0 0 10000 6059 0 0 7.083 5.85 ../Q0b/v4d50/logb0010/c01d50b0010s105731136.log
20140809_123333 50 1 10 117661523 3939 0 0 0 0 10000 6061 0 0 7.015 5.803 ../Q0b/v4d50/logb0010/c01d50b0010s117661523.log
20140809_123319 50 1 10 141246882 3899 0 0 0 0 10000 6101 0 0 7.028 5.803 ../Q0b/v4d50/logb0010/c01d50b0010s141246882.log
20140809_123355 50 1 10 263688301 3936 0 0 0 0 10000 6064 0 0 7.041 5.803 ../Q0b/v4d50/logb0010/c01d50b0010s263688301.log
20140809_123350 50 1 10 420477893 3880 0 0 0 0 10000 6120 0 0 7.012 5.803 ../Q0b/v4d50/logb0010/c01d50b0010s420477893.log
20140809_123403 50 1 10 50746969 3843 0 0 0 0 10000 6157 0 0 6.915 5.678 ../Q0b/v4d50/logb0010/c01d50b0010s50746969.log
20140809_123414 50 1 10 533657980 3929 0 0 0 0 10000 6071 0 0 7.069 5.772 ../Q0b/v4d50/logb0010/c01d50b0010s533657980.log
20140809_123325 50 1 10 681028781 3910 0 0 0 0 10000 6090 0 0 7.046 5.803 ../Q0b/v4d50/logb0010/c01d50b0010s681028781.log
20140809_123308 50 1 10 919028296 3886 0 0 0 0 10000 6114 0 0 7.157 5.943 ../Q0b/v4d50/logb0010/c01d50b0010s919028296.log
20140809_123345 50 1 10 967561224 3850 0 0 0 0 10000 6150 0 0 7.075 5.834 ../Q0b/v4d50/logb0010/c01d50b0010s967561224.log
20140809_123425 50 2 10 103765041 1541 0 0 0 0 10000 3673 4786 0 13.730 11.809 ../Q0b/v4d50/logb0010/c02d50b0010s103765041.log
20140809_123451 50 2 10 105731136 1536 0 0 0 0 10000 3679 4785 0 13.938 11.95 ../Q0b/v4d50/logb0010/c02d50b0010s105731136.log
20140809_123446 50 2 10 117661523 1515 0 0 0 0 10000 3706 4779 0 13.845 11.98 ../Q0b/v4d50/logb0010/c02d50b0010s117661523.log
20140809_123436 50 2 10 141246882 1550 0 0 0 0 10000 3723 4727 0 13.791 11.84 ../Q0b/v4d50/logb0010/c02d50b0010s141246882.log
20140809_123507 50 2 10 263688301 1548 0 0 0 0 10000 3718 4734 0 14.107 11.965 ../Q0b/v4d50/logb0010/c02d50b0010s263688301.log
20140809_123501 50 2 10 420477893 1516 0 0 0 0 10000 3700 4784 0 14.376 12.028 ../Q0b/v4d50/logb0010/c02d50b0010s420477893.log
20140809_123512 50 2 10 50746969 1496 0 0 0 0 10000 3725 4779 0 14.033 11.809 ../Q0b/v4d50/logb0010/c02d50b0010s50746969.log
20140809_123521 50 2 10 533657980 1598 0 0 0 0 10000 3672 4730 0 13.726 11.872 ../Q0b/v4d50/logb0010/c02d50b0010s533657980.log
20140809_123440 50 2 10 681028781 1568 0 0 0 0 10000 3646 4786 0 13.787 11.918 ../Q0b/v4d50/logb0010/c02d50b0010s681028781.log
20140809_123420 50 2 10 919028296 1528 0 0 0 0 10000 3771 4701 0 13.693 11.824 ../Q0b/v4d50/logb0010/c02d50b0010s919028296.log
20140809_123457 50 2 10 967561224 1490 0 0 0 0 10000 3757 4753 0 14.085 11.981 ../Q0b/v4d50/logb0010/c02d50b0010s967561224.log
20140809_123533 50 3 10 103765041 582 0 0 0 0 10000 2246 4354 2818 21.118 18.314 ../Q0b/v4d50/logb0010/c03d50b0010s103765041.log
20140809_123555 50 3 10 105731136 566 0 0 0 0 10000 2193 4432 2809 21.345 18.361 ../Q0b/v4d50/logb0010/c03d50b0010s105731136.log
20140809_123548 50 3 10 117661523 605 0 0 0 0 10000 2238 4415 2742 21.497 18.065 ../Q0b/v4d50/logb0010/c03d50b0010s117661523.log
20140809_123537 50 3 10 141246882 628 0 0 0 0 10000 2263 4370 2739 21.112 18.33 ../Q0b/v4d50/logb0010/c03d50b0010s141246882.log
20140809_123611 50 3 10 263688301 619 0 0 0 0 10000 2307 4304 2770 21.695 18.642 ../Q0b/v4d50/logb0010/c03d50b0010s263688301.log
20140809_123607 50 3 10 420477893 625 0 0 0 0 10000 2234 4292 2849 21.537 18.376 ../Q0b/v4d50/logb0010/c03d50b0010s420477893.log
